case_variant,task,core,stage,phase,start,end,duration,previous_core_task,previous_core_end,pred_tasks,remote_release_constraints,release,start_minus_release,idle_since_previous_core_task,gate_increment_over_all_ready,binding_remote_tasks,core_gate_binding,compute_work_by_pipe,pure_v_cycles,compute_max_pipe_cycles,local_makespan,duration_minus_local,local_minus_compute_max_pipe,estimated_finish
051-k5-chain-atomic-grain4,20,2,3,0,32949,40177,7228,14,29610,[17],{17: 32949},32949,0,3339,1000,[17],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,27685
051-k5-chain-atomic-grain4,21,3,3,0,32949,40177,7228,15,29610,[17],{17: 32949},32949,0,3339,1000,[17],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,27685
051-k5-chain-atomic-grain4,22,4,3,0,32949,40177,7228,16,29610,[17],{17: 32949},32949,0,3339,1000,[17],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,27685
051-k5-chain-atomic-grain4,23,1,3,1,42370,42516,146,19,42270,"[18, 19, 20, 21, 22]","{18: 39886, 20: 41177, 21: 41177, 22: 41177}",42370,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,30024
051-k5-chain-atomic-grain4,24,0,4,0,43516,52837,9321,18,38886,[23],{23: 43516},43516,0,4630,1000,[23],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,37312
051-k5-chain-atomic-grain4,25,1,4,0,42616,49453,6837,23,42516,[23],{},42616,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,36412
051-k5-chain-atomic-grain4,26,2,4,0,43516,50744,7228,20,40177,[23],{23: 43516},43516,0,3339,1000,[23],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,35216
051-k5-chain-atomic-grain4,27,3,4,0,43516,50744,7228,21,40177,[23],{23: 43516},43516,0,3339,1000,[23],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,35216
051-k5-chain-atomic-grain4,28,4,4,0,43516,50744,7228,22,40177,[23],{23: 43516},43516,0,3339,1000,[23],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,35216
051-k5-chain-atomic-grain4,29,0,4,1,52937,53083,146,24,52837,"[24, 25, 26, 27, 28]","{25: 50453, 26: 51744, 27: 51744, 28: 51744}",52937,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,37555
051-k5-chain-atomic-grain4,30,0,5,0,53183,60020,6837,29,53083,[29],{},53183,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,43943
051-k5-chain-atomic-grain4,31,1,5,0,54083,63404,9321,25,49453,[29],{29: 54083},54083,0,4630,1000,[29],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,44843
051-k5-chain-atomic-grain4,32,2,5,0,54083,61311,7228,26,50744,[29],{29: 54083},54083,0,3339,1000,[29],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,42747
051-k5-chain-atomic-grain4,33,3,5,0,54083,61311,7228,27,50744,[29],{29: 54083},54083,0,3339,1000,[29],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,42747
051-k5-chain-atomic-grain4,34,4,5,0,54083,61311,7228,28,50744,[29],{29: 54083},54083,0,3339,1000,[29],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,42747
051-k5-chain-atomic-grain4,35,1,5,1,63504,63650,146,31,63404,"[30, 31, 32, 33, 34]","{32: 62311, 33: 62311, 34: 62311, 30: 61020}",63504,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,45086
051-k5-chain-atomic-grain4,36,0,6,0,64650,73971,9321,30,60020,[35],{35: 64650},64650,0,4630,1000,[35],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,52374
051-k5-chain-atomic-grain4,37,1,6,0,63750,70587,6837,35,63650,[35],{},63750,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,51474
051-k5-chain-atomic-grain4,38,2,6,0,64650,71878,7228,32,61311,[35],{35: 64650},64650,0,3339,1000,[35],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,50278
051-k5-chain-atomic-grain4,39,3,6,0,64650,71878,7228,33,61311,[35],{35: 64650},64650,0,3339,1000,[35],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,50278
051-k5-chain-atomic-grain4,40,4,6,0,64650,71878,7228,34,61311,[35],{35: 64650},64650,0,3339,1000,[35],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,50278
051-k5-chain-atomic-grain4,41,0,6,1,74071,74217,146,36,73971,"[36, 37, 38, 39, 40]","{37: 71587, 38: 72878, 39: 72878, 40: 72878}",74071,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,52617
051-k5-chain-atomic-grain4,42,0,7,0,74317,81154,6837,41,74217,[41],{},74317,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,59005
051-k5-chain-atomic-grain4,43,1,7,0,75217,84538,9321,37,70587,[41],{41: 75217},75217,0,4630,1000,[41],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,59905
051-k5-chain-atomic-grain4,44,2,7,0,75217,82445,7228,38,71878,[41],{41: 75217},75217,0,3339,1000,[41],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,57809
051-k5-chain-atomic-grain4,45,3,7,0,75217,82445,7228,39,71878,[41],{41: 75217},75217,0,3339,1000,[41],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,57809
051-k5-chain-atomic-grain4,46,4,7,0,75217,82445,7228,40,71878,[41],{41: 75217},75217,0,3339,1000,[41],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,57809
051-k5-chain-atomic-grain4,47,1,7,1,84638,84784,146,43,84538,"[42, 43, 44, 45, 46]","{42: 82154, 44: 83445, 45: 83445, 46: 83445}",84638,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,60148
051-k5-chain-atomic-grain4,48,0,8,0,85784,95105,9321,42,81154,[47],{47: 85784},85784,0,4630,1000,[47],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,67436
051-k5-chain-atomic-grain4,49,1,8,0,84884,91721,6837,47,84784,[47],{},84884,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,66536
051-k5-chain-atomic-grain4,50,2,8,0,85784,93012,7228,44,82445,[47],{47: 85784},85784,0,3339,1000,[47],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,65340
051-k5-chain-atomic-grain4,51,3,8,0,85784,93012,7228,45,82445,[47],{47: 85784},85784,0,3339,1000,[47],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,65340
051-k5-chain-atomic-grain4,52,4,8,0,85784,93012,7228,46,82445,[47],{47: 85784},85784,0,3339,1000,[47],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,65340
051-k5-chain-atomic-grain4,53,0,8,1,95205,95351,146,48,95105,"[48, 49, 50, 51, 52]","{49: 92721, 50: 94012, 51: 94012, 52: 94012}",95205,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,67679
051-k5-chain-atomic-grain4,54,0,9,0,95451,102288,6837,53,95351,[53],{},95451,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,74067
051-k5-chain-atomic-grain4,55,1,9,0,96351,105672,9321,49,91721,[53],{53: 96351},96351,0,4630,1000,[53],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,74967
051-k5-chain-atomic-grain4,56,2,9,0,96351,103579,7228,50,93012,[53],{53: 96351},96351,0,3339,1000,[53],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,72871
051-k5-chain-atomic-grain4,57,3,9,0,96351,103579,7228,51,93012,[53],{53: 96351},96351,0,3339,1000,[53],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,72871
051-k5-chain-atomic-grain4,58,4,9,0,96351,103579,7228,52,93012,[53],{53: 96351},96351,0,3339,1000,[53],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,72871
051-k5-chain-atomic-grain4,59,1,9,1,105772,105918,146,55,105672,"[54, 55, 56, 57, 58]","{54: 103288, 56: 104579, 57: 104579, 58: 104579}",105772,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,75210
051-k5-chain-atomic-grain4,60,0,10,0,106918,116239,9321,54,102288,[59],{59: 106918},106918,0,4630,1000,[59],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,82498
051-k5-chain-atomic-grain4,61,1,10,0,106018,112855,6837,59,105918,[59],{},106018,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,81598
051-k5-chain-atomic-grain4,62,2,10,0,106918,114146,7228,56,103579,[59],{59: 106918},106918,0,3339,1000,[59],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,80402
051-k5-chain-atomic-grain4,63,3,10,0,106918,114146,7228,57,103579,[59],{59: 106918},106918,0,3339,1000,[59],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,80402
051-k5-chain-atomic-grain4,64,4,10,0,106918,114146,7228,58,103579,[59],{59: 106918},106918,0,3339,1000,[59],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,80402
051-k5-chain-atomic-grain4,65,0,10,1,116339,116485,146,60,116239,"[60, 61, 62, 63, 64]","{64: 115146, 61: 113855, 62: 115146, 63: 115146}",116339,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,82741
051-k5-chain-atomic-grain4,66,0,11,0,116585,123422,6837,65,116485,[65],{},116585,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,89129
051-k5-chain-atomic-grain4,67,1,11,0,117485,126806,9321,61,112855,[65],{65: 117485},117485,0,4630,1000,[65],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,90029
051-k5-chain-atomic-grain4,68,2,11,0,117485,124713,7228,62,114146,[65],{65: 117485},117485,0,3339,1000,[65],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,87933
051-k5-chain-atomic-grain4,69,3,11,0,117485,124713,7228,63,114146,[65],{65: 117485},117485,0,3339,1000,[65],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,87933
051-k5-chain-atomic-grain4,70,4,11,0,117485,124713,7228,64,114146,[65],{65: 117485},117485,0,3339,1000,[65],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,87933
051-k5-chain-atomic-grain4,71,1,11,1,126906,127052,146,67,126806,"[66, 67, 68, 69, 70]","{66: 124422, 68: 125713, 69: 125713, 70: 125713}",126906,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,90272
051-k5-chain-atomic-grain4,72,0,12,0,128052,137373,9321,66,123422,[71],{71: 128052},128052,0,4630,1000,[71],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,97560
051-k5-chain-atomic-grain4,73,1,12,0,127152,133989,6837,71,127052,[71],{},127152,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,96660
051-k5-chain-atomic-grain4,74,2,12,0,128052,135280,7228,68,124713,[71],{71: 128052},128052,0,3339,1000,[71],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,95464
051-k5-chain-atomic-grain4,75,3,12,0,128052,135280,7228,69,124713,[71],{71: 128052},128052,0,3339,1000,[71],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,95464
051-k5-chain-atomic-grain4,76,4,12,0,128052,135280,7228,70,124713,[71],{71: 128052},128052,0,3339,1000,[71],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,95464
051-k5-chain-atomic-grain4,77,0,12,1,137473,137619,146,72,137373,"[72, 73, 74, 75, 76]","{73: 134989, 74: 136280, 75: 136280, 76: 136280}",137473,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,97803
051-k5-chain-atomic-grain4,78,0,13,0,137719,144556,6837,77,137619,[77],{},137719,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,104191
051-k5-chain-atomic-grain4,79,1,13,0,138619,147940,9321,73,133989,[77],{77: 138619},138619,0,4630,1000,[77],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,105091
051-k5-chain-atomic-grain4,80,2,13,0,138619,145847,7228,74,135280,[77],{77: 138619},138619,0,3339,1000,[77],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,102995
051-k5-chain-atomic-grain4,81,3,13,0,138619,145847,7228,75,135280,[77],{77: 138619},138619,0,3339,1000,[77],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,102995
051-k5-chain-atomic-grain4,82,4,13,0,138619,145847,7228,76,135280,[77],{77: 138619},138619,0,3339,1000,[77],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,102995
051-k5-chain-atomic-grain4,83,1,13,1,148040,148186,146,79,147940,"[78, 79, 80, 81, 82]","{78: 145556, 80: 146847, 81: 146847, 82: 146847}",148040,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,105334
051-k5-chain-atomic-grain4,84,0,14,0,149186,158507,9321,78,144556,[83],{83: 149186},149186,0,4630,1000,[83],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,112622
051-k5-chain-atomic-grain4,85,1,14,0,148286,155123,6837,83,148186,[83],{},148286,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,111722
051-k5-chain-atomic-grain4,86,2,14,0,149186,156414,7228,80,145847,[83],{83: 149186},149186,0,3339,1000,[83],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,110526
051-k5-chain-atomic-grain4,87,3,14,0,149186,156414,7228,81,145847,[83],{83: 149186},149186,0,3339,1000,[83],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,110526
051-k5-chain-atomic-grain4,88,4,14,0,149186,156414,7228,82,145847,[83],{83: 149186},149186,0,3339,1000,[83],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,110526
051-k5-chain-atomic-grain4,89,0,14,1,158607,158753,146,84,158507,"[84, 85, 86, 87, 88]","{85: 156123, 86: 157414, 87: 157414, 88: 157414}",158607,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,112865
051-k5-chain-atomic-grain4,90,0,15,0,158853,165690,6837,89,158753,[89],{},158853,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,119253
051-k5-chain-atomic-grain4,91,1,15,0,159753,169074,9321,85,155123,[89],{89: 159753},159753,0,4630,1000,[89],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,120153
051-k5-chain-atomic-grain4,92,2,15,0,159753,166981,7228,86,156414,[89],{89: 159753},159753,0,3339,1000,[89],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,118057
051-k5-chain-atomic-grain4,93,3,15,0,159753,166981,7228,87,156414,[89],{89: 159753},159753,0,3339,1000,[89],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,118057
051-k5-chain-atomic-grain4,94,4,15,0,159753,166981,7228,88,156414,[89],{89: 159753},159753,0,3339,1000,[89],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,118057
051-k5-chain-atomic-grain4,95,1,15,1,169174,169320,146,91,169074,"[90, 91, 92, 93, 94]","{90: 166690, 92: 167981, 93: 167981, 94: 167981}",169174,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,120396
051-k5-chain-atomic-grain4,96,0,16,0,170320,179641,9321,90,165690,[95],{95: 170320},170320,0,4630,1000,[95],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,127684
051-k5-chain-atomic-grain4,97,1,16,0,169420,176257,6837,95,169320,[95],{},169420,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,126784
051-k5-chain-atomic-grain4,98,2,16,0,170320,177548,7228,92,166981,[95],{95: 170320},170320,0,3339,1000,[95],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,125588
051-k5-chain-atomic-grain4,99,3,16,0,170320,177548,7228,93,166981,[95],{95: 170320},170320,0,3339,1000,[95],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,125588
051-k5-chain-atomic-grain4,100,4,16,0,170320,177548,7228,94,166981,[95],{95: 170320},170320,0,3339,1000,[95],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,125588
051-k5-chain-atomic-grain4,101,0,16,1,179741,179887,146,96,179641,"[96, 97, 98, 99, 100]","{97: 177257, 98: 178548, 99: 178548, 100: 178548}",179741,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,127927
051-k5-chain-atomic-grain4,102,0,17,0,179987,186824,6837,101,179887,[101],{},179987,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,134315
051-k5-chain-atomic-grain4,103,1,17,0,180887,190208,9321,97,176257,[101],{101: 180887},180887,0,4630,1000,[101],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,135215
051-k5-chain-atomic-grain4,104,2,17,0,180887,188115,7228,98,177548,[101],{101: 180887},180887,0,3339,1000,[101],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,133119
051-k5-chain-atomic-grain4,105,3,17,0,180887,188115,7228,99,177548,[101],{101: 180887},180887,0,3339,1000,[101],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,133119
051-k5-chain-atomic-grain4,106,4,17,0,180887,188115,7228,100,177548,[101],{101: 180887},180887,0,3339,1000,[101],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,133119
051-k5-chain-atomic-grain4,107,1,17,1,190308,190454,146,103,190208,"[102, 103, 104, 105, 106]","{102: 187824, 104: 189115, 105: 189115, 106: 189115}",190308,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,135458
051-k5-chain-atomic-grain4,108,0,18,0,191454,200775,9321,102,186824,[107],{107: 191454},191454,0,4630,1000,[107],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,142746
051-k5-chain-atomic-grain4,109,1,18,0,190554,197391,6837,107,190454,[107],{},190554,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,141846
051-k5-chain-atomic-grain4,110,2,18,0,191454,198682,7228,104,188115,[107],{107: 191454},191454,0,3339,1000,[107],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,140650
051-k5-chain-atomic-grain4,111,3,18,0,191454,198682,7228,105,188115,[107],{107: 191454},191454,0,3339,1000,[107],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,140650
051-k5-chain-atomic-grain4,112,4,18,0,191454,198682,7228,106,188115,[107],{107: 191454},191454,0,3339,1000,[107],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,140650
051-k5-chain-atomic-grain4,113,0,18,1,200875,201021,146,108,200775,"[108, 109, 110, 111, 112]","{109: 198391, 110: 199682, 111: 199682, 112: 199682}",200875,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,142989
051-k5-chain-atomic-grain4,114,0,19,0,201121,207958,6837,113,201021,[113],{},201121,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,149377
051-k5-chain-atomic-grain4,115,1,19,0,202021,211342,9321,109,197391,[113],{113: 202021},202021,0,4630,1000,[113],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,150277
051-k5-chain-atomic-grain4,116,2,19,0,202021,209249,7228,110,198682,[113],{113: 202021},202021,0,3339,1000,[113],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,148181
051-k5-chain-atomic-grain4,117,3,19,0,202021,209249,7228,111,198682,[113],{113: 202021},202021,0,3339,1000,[113],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,148181
051-k5-chain-atomic-grain4,118,4,19,0,202021,209249,7228,112,198682,[113],{113: 202021},202021,0,3339,1000,[113],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,148181
051-k5-chain-atomic-grain4,119,1,19,1,211442,211588,146,115,211342,"[114, 115, 116, 117, 118]","{114: 208958, 116: 210249, 117: 210249, 118: 210249}",211442,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,150520
051-k5-chain-atomic-grain4,120,0,20,0,212588,221909,9321,114,207958,[119],{119: 212588},212588,0,4630,1000,[119],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,157808
051-k5-chain-atomic-grain4,121,1,20,0,211688,218525,6837,119,211588,[119],{},211688,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,156908
051-k5-chain-atomic-grain4,122,2,20,0,212588,219816,7228,116,209249,[119],{119: 212588},212588,0,3339,1000,[119],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,155712
051-k5-chain-atomic-grain4,123,3,20,0,212588,219816,7228,117,209249,[119],{119: 212588},212588,0,3339,1000,[119],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,155712
051-k5-chain-atomic-grain4,124,4,20,0,212588,219816,7228,118,209249,[119],{119: 212588},212588,0,3339,1000,[119],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,155712
051-k5-chain-atomic-grain4,125,0,20,1,222009,222155,146,120,221909,"[120, 121, 122, 123, 124]","{121: 219525, 122: 220816, 123: 220816, 124: 220816}",222009,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,158051
051-k5-chain-atomic-grain4,126,0,21,0,222255,229092,6837,125,222155,[125],{},222255,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,164439
051-k5-chain-atomic-grain4,127,1,21,0,223155,232476,9321,121,218525,[125],{125: 223155},223155,0,4630,1000,[125],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,165339
051-k5-chain-atomic-grain4,128,2,21,0,223155,230383,7228,122,219816,[125],{125: 223155},223155,0,3339,1000,[125],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,163243
051-k5-chain-atomic-grain4,129,3,21,0,223155,230383,7228,123,219816,[125],{125: 223155},223155,0,3339,1000,[125],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,163243
051-k5-chain-atomic-grain4,130,4,21,0,223155,230383,7228,124,219816,[125],{125: 223155},223155,0,3339,1000,[125],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,163243
051-k5-chain-atomic-grain4,131,1,21,1,232576,232722,146,127,232476,"[126, 127, 128, 129, 130]","{128: 231383, 129: 231383, 130: 231383, 126: 230092}",232576,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,165582
051-k5-chain-atomic-grain4,132,0,22,0,233722,243043,9321,126,229092,[131],{131: 233722},233722,0,4630,1000,[131],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,172870
051-k5-chain-atomic-grain4,133,1,22,0,232822,239659,6837,131,232722,[131],{},232822,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,171970
051-k5-chain-atomic-grain4,134,2,22,0,233722,240950,7228,128,230383,[131],{131: 233722},233722,0,3339,1000,[131],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,170774
051-k5-chain-atomic-grain4,135,3,22,0,233722,240950,7228,129,230383,[131],{131: 233722},233722,0,3339,1000,[131],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,170774
051-k5-chain-atomic-grain4,136,4,22,0,233722,240950,7228,130,230383,[131],{131: 233722},233722,0,3339,1000,[131],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,170774
051-k5-chain-atomic-grain4,137,0,22,1,243143,243289,146,132,243043,"[132, 133, 134, 135, 136]","{133: 240659, 134: 241950, 135: 241950, 136: 241950}",243143,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,173113
051-k5-chain-atomic-grain4,138,0,23,0,243389,250226,6837,137,243289,[137],{},243389,0,100,100,[],True,{'PIPE_V': 6288},6288,6288,6885,-48,597,179501
051-k5-chain-atomic-grain4,139,1,23,0,244289,253610,9321,133,239659,[137],{137: 244289},244289,0,4630,1000,[137],False,{'PIPE_V': 6288},6288,6288,6885,2436,597,180401
051-k5-chain-atomic-grain4,140,2,23,0,244289,251517,7228,134,240950,[137],{137: 244289},244289,0,3339,1000,[137],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,178305
051-k5-chain-atomic-grain4,141,3,23,0,244289,251517,7228,135,240950,[137],{137: 244289},244289,0,3339,1000,[137],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,178305
051-k5-chain-atomic-grain4,142,4,23,0,244289,251517,7228,136,240950,[137],{137: 244289},244289,0,3339,1000,[137],False,{'PIPE_V': 4192},4192,4192,4765,2463,573,178305
051-k5-chain-atomic-grain4,143,1,23,1,253710,253856,146,139,253610,"[138, 139, 140, 141, 142]","{138: 251226, 140: 252517, 141: 252517, 142: 252517}",253710,0,100,100,[],True,{'PIPE_V': 143},143,143,146,0,3,180644
008-k4-frontier-then-independent-chunks,0,0,,,0,123060,123060,,0,[],{},0,0,0,0,[],False,"{'PIPE_M': 62532, 'PIPE_V': 59292}",59292,62532,122133,927,59601,
008-k4-frontier-then-independent-chunks,1,1,,,0,123060,123060,,0,[],{},0,0,0,0,[],False,"{'PIPE_M': 62532, 'PIPE_V': 59292}",59292,62532,122133,927,59601,
008-k4-frontier-then-independent-chunks,2,2,,,0,123060,123060,,0,[],{},0,0,0,0,[],False,"{'PIPE_V': 59292, 'PIPE_M': 62532}",59292,62532,122133,927,59601,
008-k4-frontier-then-independent-chunks,3,3,,,0,123060,123060,,0,[],{},0,0,0,0,[],False,"{'PIPE_M': 62532, 'PIPE_V': 59292}",59292,62532,122133,927,59601,
008-k4-chain-atomic-grain4,0,0,0,0,0,55620,55620,,0,[],{},0,0,0,0,[],False,"{'PIPE_M': 31266, 'PIPE_V': 15714}",15714,31266,37718,17902,6452,31266
008-k4-chain-atomic-grain4,1,1,0,0,0,55620,55620,,0,[],{},0,0,0,0,[],False,"{'PIPE_M': 31266, 'PIPE_V': 15714}",15714,31266,37718,17902,6452,31266
008-k4-chain-atomic-grain4,2,2,0,0,0,55620,55620,,0,[],{},0,0,0,0,[],False,"{'PIPE_V': 15714, 'PIPE_M': 31266}",15714,31266,37718,17902,6452,31266
008-k4-chain-atomic-grain4,3,3,0,0,0,55620,55620,,0,[],{},0,0,0,0,[],False,"{'PIPE_V': 15714, 'PIPE_M': 31266}",15714,31266,37718,17902,6452,31266
008-k4-chain-atomic-grain4,4,0,1,0,55720,122248,66528,0,55620,[0],{},55720,0,100,100,[],True,{'PIPE_V': 23814},23814,23814,24430,42098,616,55180
008-k4-chain-atomic-grain4,5,1,1,0,55720,122248,66528,1,55620,[1],{},55720,0,100,100,[],True,{'PIPE_V': 23814},23814,23814,24430,42098,616,55180
008-k4-chain-atomic-grain4,6,2,1,0,55720,122248,66528,2,55620,[2],{},55720,0,100,100,[],True,{'PIPE_V': 23814},23814,23814,24430,42098,616,55180
008-k4-chain-atomic-grain4,7,3,1,0,55720,122248,66528,3,55620,[3],{},55720,0,100,100,[],True,{'PIPE_V': 23814},23814,23814,24430,42098,616,55180
008-k4-chain-atomic-grain4,8,0,2,0,122348,179018,56670,4,122248,[4],{},122348,0,100,100,[],True,"{'PIPE_V': 19764, 'PIPE_M': 31266}",19764,31266,32409,24261,1143,86546
008-k4-chain-atomic-grain4,9,1,2,0,122348,179018,56670,5,122248,[5],{},122348,0,100,100,[],True,"{'PIPE_V': 19764, 'PIPE_M': 31266}",19764,31266,32409,24261,1143,86546
008-k4-chain-atomic-grain4,10,2,2,0,122348,179018,56670,6,122248,[6],{},122348,0,100,100,[],True,"{'PIPE_V': 19764, 'PIPE_M': 31266}",19764,31266,32409,24261,1143,86546
008-k4-chain-atomic-grain4,11,3,2,0,122348,179018,56670,7,122248,[7],{},122348,0,100,100,[],True,"{'PIPE_V': 19764, 'PIPE_M': 31266}",19764,31266,32409,24261,1143,86546
071-k4-frontier-then-independent-chunks,0,0,,,0,18919,18919,,0,[],{},0,0,0,0,[],False,"{'PIPE_M': 12534, 'PIPE_V': 10954}",10954,12534,23716,-4797,11182,
071-k4-chain-atomic-grain4,0,0,0,0,0,1015,1015,,0,[],{},0,0,0,0,[],False,"{'PIPE_V': 48, 'PIPE_M': 45}",48,48,356,659,308,48
