core,source_core_id,task_id,op_id,op,pipe,p2_start,p2_end,p2_duration,p3_start,p3_end,p3_duration,p3_cache_hit,p3_memory_path,start_diff,end_diff,duration_diff
1,0,0,1000008374,COPY_OUT,PIPE_MTE3,444947,445152,205,444947,445152,205,,DDR,0,0,0
1,0,0,1000008375,COPY_IN,PIPE_MTE2,956002,956207,205,955634,955839,205,False,DDR,-368,-368,0
1,0,0,1000008378,COPY_OUT,PIPE_MTE3,398507,398917,410,398507,398917,410,,DDR,0,0,0
1,0,0,1000008379,COPY_IN,PIPE_MTE2,810606,810811,205,810425,810630,205,False,DDR,-181,-181,0
1,0,0,1000008382,COPY_IN,PIPE_MTE2,1079440,1079509,69,1079060,1079146,86,False,DDR,-380,-363,17
1,0,0,1000008384,COPY_OUT,PIPE_MTE3,376835,377040,205,376835,377040,205,,DDR,0,0,0
1,0,0,1000008385,COPY_IN,PIPE_MTE2,805098,805305,207,805013,805531,518,False,DDR,-85,226,311
1,0,0,1000008388,COPY_IN,PIPE_MTE2,1079745,1079880,135,1079443,1079581,138,False,DDR,-302,-299,3
1,0,0,1000008390,COPY_IN,PIPE_MTE2,1088570,1088777,207,1087929,1088106,177,False,DDR,-641,-671,-30
1,0,0,1000008392,COPY_IN,PIPE_MTE2,1087975,1088209,234,1087709,1087904,195,False,DDR,-266,-305,-39
1,0,0,1000008394,COPY_IN,PIPE_MTE2,1088904,1088973,69,1088131,1088269,138,False,DDR,-773,-704,69
1,0,0,1000008396,COPY_IN,PIPE_MTE2,1087768,1087975,207,1087503,1087709,206,False,DDR,-265,-266,-1
1,0,0,1000008398,COPY_IN,PIPE_MTE2,1080153,1080222,69,1079851,1079920,69,False,DDR,-302,-302,0
1,0,0,1000008400,COPY_IN,PIPE_MTE2,1101084,1101299,215,1100789,1100982,193,False,DDR,-295,-317,-22
1,0,0,1000008402,COPY_IN,PIPE_MTE2,1100877,1101084,207,1100582,1100789,207,False,DDR,-295,-295,0
1,0,0,1000008404,COPY_IN,PIPE_MTE2,1100632,1100877,245,1100329,1100582,253,False,DDR,-303,-295,8
1,0,0,1000008406,COPY_IN,PIPE_MTE2,1089076,1089145,69,1088294,1088373,79,False,DDR,-782,-772,10
1,0,0,1000008408,COPY_OUT,PIPE_MTE3,479003,479208,205,479003,479208,205,,DDR,0,0,0
1,0,0,1000008409,COPY_IN,PIPE_MTE2,1022742,1022960,218,1022122,1022401,279,False,DDR,-620,-559,61
1,0,0,1000008412,COPY_OUT,PIPE_MTE3,466619,467068,449,466619,466824,205,,DDR,0,-244,-244
1,0,0,1000008413,COPY_IN,PIPE_MTE2,959250,959660,410,958973,959383,410,False,DDR,-277,-277,0
1,0,0,1000008416,COPY_IN,PIPE_MTE2,1103248,1103424,176,1102983,1103167,184,False,DDR,-265,-257,8
1,0,0,1000008418,COPY_OUT,PIPE_MTE3,475907,476112,205,475907,476112,205,,DDR,0,0,0
1,0,0,1000008419,COPY_IN,PIPE_MTE2,895301,896121,820,895036,895832,796,False,DDR,-265,-289,-24
1,0,0,1000008422,COPY_IN,PIPE_MTE2,1103868,1103937,69,1103533,1103602,69,False,DDR,-335,-335,0
1,0,0,1000008424,COPY_OUT,PIPE_MTE3,454235,454440,205,454235,454440,205,,DDR,0,0,0
1,0,0,1000008425,COPY_IN,PIPE_MTE2,887036,887241,205,886771,886976,205,False,DDR,-265,-265,0
1,0,0,1000008428,COPY_IN,PIPE_MTE2,1110410,1110617,207,1109716,1109923,207,False,DDR,-694,-694,0
1,0,0,1000008430,COPY_OUT,PIPE_MTE3,488291,488534,243,488291,488496,205,,DDR,0,-38,-38
1,0,0,1000008431,COPY_IN,PIPE_MTE2,965118,965323,205,964853,965058,205,False,DDR,-265,-265,0
1,0,0,1000008434,COPY_OUT,PIPE_MTE3,485195,485469,274,485195,485469,274,,DDR,0,0,0
1,0,0,1000008435,COPY_IN,PIPE_MTE2,820712,820917,205,820531,820736,205,False,DDR,-181,-181,0
1,0,0,1000008438,COPY_OUT,PIPE_MTE3,463523,463728,205,463523,463728,205,,DDR,0,0,0
1,0,0,1000008439,COPY_IN,PIPE_MTE2,820099,820304,205,819918,820123,205,False,DDR,-181,-181,0
1,0,0,1000008442,COPY_IN,PIPE_MTE2,1122996,1123134,138,1122521,1122659,138,False,DDR,-475,-475,0
1,0,0,1000008444,COPY_OUT,PIPE_MTE3,355163,355368,205,355163,355368,205,,DDR,0,0,0
1,0,0,1000008445,COPY_IN,PIPE_MTE2,804824,805029,205,804643,804848,205,False,DDR,-181,-181,0
1,0,0,1000008448,COPY_IN,PIPE_MTE2,1124920,1125058,138,1124655,1124793,138,False,DDR,-265,-265,0
1,0,0,1000008450,COPY_IN,PIPE_MTE2,1123402,1123471,69,1123042,1123111,69,False,DDR,-360,-360,0
1,0,0,1000008452,COPY_OUT,PIPE_MTE3,497579,497926,347,497579,497824,245,,DDR,0,-102,-102
1,0,0,1000008453,COPY_IN,PIPE_MTE2,898602,898807,205,898337,898542,205,False,DDR,-265,-265,0
1,0,0,1000008456,COPY_IN,PIPE_MTE2,1125194,1125263,69,1124929,1124998,69,False,DDR,-265,-265,0
1,0,0,1000008458,COPY_OUT,PIPE_MTE3,500675,500951,276,500675,500949,274,,DDR,0,-2,-2
1,0,0,1000008459,COPY_IN,PIPE_MTE2,1022960,1023165,205,1022401,1022606,205,False,DDR,-559,-559,0
1,0,0,1000008462,COPY_OUT,PIPE_MTE3,494483,494893,410,494483,494893,410,,DDR,0,0,0
1,0,0,1000008463,COPY_IN,PIPE_MTE2,748471,748676,205,748302,748741,439,False,DDR,-169,65,234
1,0,0,1000008466,COPY_IN,PIPE_MTE2,1135686,1135824,138,1135393,1135531,138,False,DDR,-293,-293,0
1,0,0,1000008468,COPY_OUT,PIPE_MTE3,472811,473016,205,472811,473016,205,,DDR,0,0,0
1,0,0,1000008469,COPY_IN,PIPE_MTE2,748266,748471,205,748097,748302,205,False,DDR,-169,-169,0
1,0,0,1000008472,COPY_IN,PIPE_MTE2,1137304,1137442,138,1137039,1137177,138,False,DDR,-265,-265,0
1,0,0,1000008474,COPY_OUT,PIPE_MTE3,506867,507175,308,506867,507175,308,,DDR,0,0,0
1,0,0,1000008475,COPY_IN,PIPE_MTE2,827706,827911,205,827612,828109,497,False,DDR,-94,198,292
1,0,0,1000008478,COPY_OUT,PIPE_MTE3,429467,429783,316,429467,429783,316,,DDR,0,0,0
1,0,0,1000008479,COPY_IN,PIPE_MTE2,742143,742348,205,741974,742179,205,False,DDR,-169,-169,0
1,0,0,1000008482,COPY_IN,PIPE_MTE2,1137654,1137825,171,1137202,1137340,138,False,DDR,-452,-485,-33
1,0,0,1000008484,COPY_OUT,PIPE_MTE3,509963,510178,215,509963,510168,205,,DDR,0,-10,-10
1,0,0,1000008485,COPY_IN,PIPE_MTE2,965323,965528,205,965058,965263,205,False,DDR,-265,-265,0
1,0,0,1000008488,COPY_OUT,PIPE_MTE3,451139,451413,274,451139,451413,274,,DDR,0,0,0
1,0,0,1000008489,COPY_IN,PIPE_MTE2,742348,742553,205,742179,742387,208,False,DDR,-169,-166,3
1,0,0,1000008492,COPY_IN,PIPE_MTE2,1147513,1147582,69,1147170,1147239,69,False,DDR,-343,-343,0
1,0,0,1000008494,COPY_OUT,PIPE_MTE3,407795,408213,418,407795,408144,349,,DDR,0,-69,-69
1,0,0,1000008495,COPY_IN,PIPE_MTE2,739252,739457,205,739083,739668,585,False,DDR,-169,211,380
1,0,0,1000008498,COPY_IN,PIPE_MTE2,1147818,1147887,69,1147553,1147622,69,False,DDR,-265,-265,0
1,0,0,1000008500,COPY_OUT,PIPE_MTE3,516155,516565,410,516155,516565,410,,DDR,0,0,0
1,0,0,1000008501,COPY_IN,PIPE_MTE2,751362,751567,205,751193,751398,205,False,DDR,-169,-169,0
1,0,0,1000008504,COPY_OUT,PIPE_MTE3,386123,386533,410,386123,386328,205,,DDR,0,-205,-205
1,0,0,1000008505,COPY_IN,PIPE_MTE2,738978,739183,205,738809,739014,205,False,DDR,-169,-169,0
1,0,0,1000008508,COPY_IN,PIPE_MTE2,1154525,1154594,69,1154268,1154337,69,False,DDR,-257,-257,0
1,0,0,1000008510,COPY_IN,PIPE_MTE2,1154418,1154525,107,1154153,1154268,115,False,DDR,-265,-257,8
1,0,0,1000008512,COPY_OUT,PIPE_MTE3,523234,523645,411,523234,523439,205,,DDR,0,-206,-206
1,0,0,1000008513,COPY_IN,PIPE_MTE2,1034320,1034690,370,1034055,1034440,385,False,DDR,-265,-250,15
1,0,0,1000008516,COPY_IN,PIPE_MTE2,1161221,1161290,69,1160837,1160923,86,False,DDR,-384,-367,17
1,0,0,1000008518,COPY_IN,PIPE_MTE2,1167317,1167386,69,1167060,1167129,69,False,DDR,-257,-257,0
1,0,0,1000008520,COPY_IN,PIPE_MTE2,1161462,1161574,112,1161044,1161113,69,False,DDR,-418,-461,-43
1,0,0,1000008522,COPY_IN,PIPE_MTE2,1170210,1170279,69,1169953,1170022,69,False,DDR,-257,-257,0
1,0,0,1000008524,COPY_IN,PIPE_MTE2,1180040,1180109,69,1179590,1179659,69,False,DDR,-450,-450,0
1,0,0,1000008526,COPY_IN,PIPE_MTE2,1179868,1179937,69,1179496,1179565,69,False,DDR,-372,-372,0
1,0,0,1000008528,COPY_IN,PIPE_MTE2,1179293,1179548,255,1179036,1179243,207,False,DDR,-257,-305,-48
1,0,0,1000008530,COPY_IN,PIPE_MTE2,1161393,1161462,69,1160948,1161044,96,False,DDR,-445,-418,27
1,0,0,1000008532,COPY_IN,PIPE_MTE2,1180109,1180178,69,1179659,1179728,69,False,DDR,-450,-450,0
1,0,0,1000008534,COPY_IN,PIPE_MTE2,1158745,1158814,69,1158410,1158479,69,False,DDR,-335,-335,0
1,0,0,1000008536,COPY_IN,PIPE_MTE2,1158234,1158303,69,1157977,1158046,69,False,DDR,-257,-257,0
1,0,0,1000008538,COPY_OUT,PIPE_MTE3,557290,557700,410,557290,557700,410,,DDR,0,0,0
1,0,0,1000008539,COPY_IN,PIPE_MTE2,1101299,1101737,438,1100982,1101450,468,False,DDR,-317,-287,30
1,0,0,1000008542,COPY_OUT,PIPE_MTE3,544906,545316,410,544906,545111,205,,DDR,0,-205,-205
1,0,0,1000008543,COPY_IN,PIPE_MTE2,1037211,1037416,205,1036946,1037151,205,False,DDR,-265,-265,0
1,0,0,1000008546,COPY_IN,PIPE_MTE2,1191677,1191815,138,1191420,1191581,161,False,DDR,-257,-234,23
1,0,0,1000008548,COPY_IN,PIPE_MTE2,1191951,1192020,69,1191717,1191786,69,False,DDR,-234,-234,0
1,0,0,1000008550,COPY_IN,PIPE_MTE2,1183004,1183073,69,1182747,1182816,69,False,DDR,-257,-257,0
1,0,0,1000008552,COPY_OUT,PIPE_MTE3,566578,566852,274,566578,566783,205,,DDR,0,-69,-69
1,0,0,1000008553,COPY_IN,PIPE_MTE2,1043608,1044014,406,1043343,1043661,318,False,DDR,-265,-353,-88
1,0,0,1000008556,COPY_OUT,PIPE_MTE3,554194,554468,274,554194,554468,274,,DDR,0,0,0
1,0,0,1000008557,COPY_IN,PIPE_MTE2,974201,974611,410,973936,974346,410,False,DDR,-265,-265,0
1,0,0,1000008560,COPY_OUT,PIPE_MTE3,532522,532727,205,532522,532727,205,,DDR,0,0,0
1,0,0,1000008561,COPY_IN,PIPE_MTE2,965597,965802,205,965332,965537,205,False,DDR,-265,-265,0
1,0,0,1000008564,COPY_IN,PIPE_MTE2,1201676,1201745,69,1201382,1201451,69,False,DDR,-294,-294,0
1,0,0,1000008566,COPY_OUT,PIPE_MTE3,563482,563687,205,563482,563687,205,,DDR,0,0,0
1,0,0,1000008567,COPY_IN,PIPE_MTE2,900033,900238,205,899768,899973,205,False,DDR,-265,-265,0
1,0,0,1000008570,COPY_IN,PIPE_MTE2,1202187,1202256,69,1201815,1201884,69,False,DDR,-372,-372,0
1,0,0,1000008572,COPY_OUT,PIPE_MTE3,541810,542084,274,541810,542084,274,,DDR,0,0,0
1,0,0,1000008573,COPY_IN,PIPE_MTE2,899420,899625,205,899155,899360,205,False,DDR,-265,-265,0
1,0,0,1000008576,COPY_IN,PIPE_MTE2,1204369,1204438,69,1204034,1204103,69,False,DDR,-335,-335,0
1,0,0,1000008578,COPY_OUT,PIPE_MTE3,575866,576276,410,575866,576247,381,,DDR,0,-29,-29
1,0,0,1000008579,COPY_IN,PIPE_MTE2,977910,978115,205,977645,977850,205,False,DDR,-265,-265,0
1,0,0,1000008582,COPY_IN,PIPE_MTE2,1204438,1204507,69,1204103,1204172,69,False,DDR,-335,-335,0
1,0,0,1000008584,COPY_OUT,PIPE_MTE3,578962,579372,410,578962,579167,205,,DDR,0,-205,-205
1,0,0,1000008585,COPY_IN,PIPE_MTE2,1101737,1101970,233,1101450,1101713,263,False,DDR,-287,-257,30
1,0,0,1000008588,COPY_OUT,PIPE_MTE3,520138,520343,205,520138,520343,205,,DDR,0,0,0
1,0,0,1000008589,COPY_IN,PIPE_MTE2,898807,899012,205,898542,898747,205,False,DDR,-265,-265,0
1,0,0,1000008592,COPY_IN,PIPE_MTE2,1216993,1217062,69,1216736,1216805,69,False,DDR,-257,-257,0
1,0,0,1000008594,COPY_OUT,PIPE_MTE3,572770,572975,205,572770,572975,205,,DDR,0,0,0
1,0,0,1000008595,COPY_IN,PIPE_MTE2,831210,831415,205,831116,831321,205,False,DDR,-94,-94,0
1,0,0,1000008598,COPY_IN,PIPE_MTE2,1220905,1220974,69,1220648,1220717,69,False,DDR,-257,-257,0
1,0,0,1000008600,COPY_IN,PIPE_MTE2,1220497,1220566,69,1220240,1220309,69,False,DDR,-257,-257,0
1,0,0,1000008602,COPY_OUT,PIPE_MTE3,589822,590484,662,589476,590231,755,,DDR,-346,-253,93
1,0,0,1000008603,COPY_IN,PIPE_MTE2,1044014,1044219,205,1043661,1043866,205,False,DDR,-353,-353,0
1,0,0,1000008606,COPY_OUT,PIPE_MTE3,586726,586978,252,586380,586790,410,,DDR,-346,-188,158
1,0,0,1000008607,COPY_IN,PIPE_MTE2,910986,911396,410,910721,911131,410,False,DDR,-265,-265,0
1,0,0,1000008610,COPY_IN,PIPE_MTE2,1228495,1228564,69,1228160,1228229,69,False,DDR,-335,-335,0
1,0,0,1000008612,COPY_IN,PIPE_MTE2,1228323,1228392,69,1228066,1228135,69,False,DDR,-257,-257,0
1,0,0,1000008614,COPY_OUT,PIPE_MTE3,598152,598405,253,597992,598197,205,,DDR,-160,-208,-48
1,0,0,1000008615,COPY_IN,PIPE_MTE2,832026,832231,205,831932,832137,205,False,DDR,-94,-94,0
1,0,0,1000008618,COPY_IN,PIPE_MTE2,1231591,1231660,69,1231256,1231325,69,False,DDR,-335,-335,0
1,0,0,1000008620,COPY_OUT,PIPE_MTE3,601978,602183,205,601770,601975,205,,DDR,-208,-208,0
1,0,0,1000008621,COPY_IN,PIPE_MTE2,978115,978389,274,977850,978124,274,False,DDR,-265,-265,0
1,0,0,1000008624,COPY_IN,PIPE_MTE2,1245473,1245542,69,1245138,1245207,69,False,DDR,-335,-335,0
1,0,0,1000008626,COPY_IN,PIPE_MTE2,1245065,1245186,121,1244730,1244799,69,False,DDR,-335,-387,-52
1,0,0,1000008628,COPY_IN,PIPE_MTE2,1260480,1260549,69,1260145,1260214,69,False,DDR,-335,-335,0
1,0,0,1000008630,COPY_IN,PIPE_MTE2,1260308,1260377,69,1260051,1260120,69,False,DDR,-257,-257,0
1,0,0,1000008632,COPY_IN,PIPE_MTE2,1260239,1260308,69,1259982,1260051,69,False,DDR,-257,-257,0
1,0,0,1000008634,COPY_IN,PIPE_MTE2,1246186,1246255,69,1245929,1245998,69,False,DDR,-257,-257,0
1,0,0,1000008636,COPY_IN,PIPE_MTE2,1245778,1245916,138,1245521,1245655,134,False,DDR,-257,-261,-4
1,0,0,1000008638,COPY_IN,PIPE_MTE2,1242613,1242794,181,1242356,1242527,171,False,DDR,-257,-267,-10
1,0,0,1000008640,COPY_IN,PIPE_MTE2,1242205,1242343,138,1241948,1242086,138,False,DDR,-257,-257,0
1,0,0,1000008642,COPY_IN,PIPE_MTE2,1241458,1241527,69,1241201,1241270,69,False,DDR,-257,-257,0
1,0,0,1000008644,COPY_IN,PIPE_MTE2,1263541,1263679,138,1263103,1263241,138,False,DDR,-438,-438,0
1,0,0,1000008646,COPY_IN,PIPE_MTE2,1241389,1241458,69,1241132,1241201,69,False,DDR,-257,-257,0
1,0,0,1000008648,COPY_IN,PIPE_MTE2,1231660,1231729,69,1231325,1231394,69,False,DDR,-335,-335,0
1,0,0,1000008650,COPY_OUT,PIPE_MTE3,639812,640105,293,639604,639809,205,,DDR,-208,-296,-88
1,0,0,1000008651,COPY_IN,PIPE_MTE2,1180178,1180383,205,1179728,1179933,205,False,DDR,-450,-450,0
1,0,0,1000008654,COPY_IN,PIPE_MTE2,1266226,1266295,69,1265969,1266038,69,False,DDR,-257,-257,0
1,0,0,1000008656,COPY_OUT,PIPE_MTE3,627428,627995,567,627220,627630,410,,DDR,-208,-365,-157
1,0,0,1000008657,COPY_IN,PIPE_MTE2,1113735,1113940,205,1113478,1113683,205,False,DDR,-257,-257,0
1,0,0,1000008660,COPY_IN,PIPE_MTE2,1269322,1269391,69,1269065,1269134,69,False,DDR,-257,-257,0
1,0,0,1000008662,COPY_OUT,PIPE_MTE3,649100,649395,295,648892,649166,274,,DDR,-208,-229,-21
1,0,0,1000008663,COPY_IN,PIPE_MTE2,1118728,1119177,449,1118463,1118875,412,False,DDR,-265,-302,-37
1,0,0,1000008666,COPY_OUT,PIPE_MTE3,605279,605534,255,605071,605276,205,,DDR,-208,-258,-50
1,0,0,1000008667,COPY_IN,PIPE_MTE2,1113024,1113735,711,1112685,1113478,793,False,DDR,-339,-257,82
1,0,0,1000008670,COPY_IN,PIPE_MTE2,1282321,1282390,69,1282064,1282133,69,False,DDR,-257,-257,0
1,0,0,1000008672,COPY_OUT,PIPE_MTE3,636716,637137,421,636508,636713,205,,DDR,-208,-424,-216
1,0,0,1000008673,COPY_IN,PIPE_MTE2,1049390,1049760,370,1049125,1049510,385,False,DDR,-265,-250,15
1,0,0,1000008676,COPY_IN,PIPE_MTE2,1284802,1284940,138,1284545,1284683,138,False,DDR,-257,-257,0
1,0,0,1000008678,COPY_IN,PIPE_MTE2,1282729,1282798,69,1282472,1282541,69,False,DDR,-257,-257,0
1,0,0,1000008680,COPY_OUT,PIPE_MTE3,658388,658971,583,658180,658612,432,,DDR,-208,-359,-151
1,0,0,1000008681,COPY_IN,PIPE_MTE2,1055952,1056157,205,1055702,1055907,205,False,DDR,-250,-250,0
1,0,0,1000008684,COPY_IN,PIPE_MTE2,1285179,1285248,69,1284844,1284913,69,False,DDR,-335,-335,0
1,0,0,1000008686,COPY_OUT,PIPE_MTE3,661484,661744,260,661276,661653,377,,DDR,-208,-91,117
1,0,0,1000008687,COPY_IN,PIPE_MTE2,1182594,1183004,410,1182337,1182747,410,False,DDR,-257,-257,0
1,0,0,1000008690,COPY_OUT,PIPE_MTE3,615044,615373,329,614836,615041,205,,DDR,-208,-332,-124
1,0,0,1000008691,COPY_IN,PIPE_MTE2,1044288,1044493,205,1043935,1044140,205,False,DDR,-353,-353,0
1,0,0,1000008694,COPY_OUT,PIPE_MTE3,646004,646414,410,645796,646090,294,,DDR,-208,-324,-116
1,0,0,1000008695,COPY_IN,PIPE_MTE2,980801,981006,205,980536,980741,205,False,DDR,-265,-265,0
1,0,0,1000008698,COPY_IN,PIPE_MTE2,1295829,1295898,69,1295494,1295563,69,False,DDR,-335,-335,0
1,0,0,1000008700,COPY_IN,PIPE_MTE2,1300793,1300862,69,1300458,1300527,69,False,DDR,-335,-335,0
1,0,0,1000008702,COPY_OUT,PIPE_MTE3,669640,669845,205,669471,669676,205,,DDR,-169,-169,0
1,0,0,1000008703,COPY_IN,PIPE_MTE2,983897,984102,205,983632,983837,205,False,DDR,-265,-265,0
1,0,0,1000008706,COPY_IN,PIPE_MTE2,1300862,1300931,69,1300527,1300596,69,False,DDR,-335,-335,0
1,0,0,1000008708,COPY_IN,PIPE_MTE2,1312628,1312766,138,1312087,1312225,138,False,DDR,-541,-541,0
1,0,0,1000008710,COPY_IN,PIPE_MTE2,1311989,1312058,69,1311654,1311784,130,False,DDR,-335,-274,61
1,0,0,1000008712,COPY_IN,PIPE_MTE2,1319610,1319679,69,1319275,1319344,69,False,DDR,-335,-335,0
1,0,0,1000008714,COPY_IN,PIPE_MTE2,1319305,1319374,69,1318892,1318961,69,False,DDR,-413,-413,0
1,0,0,1000008716,COPY_IN,PIPE_MTE2,1330771,1330909,138,1330255,1330393,138,False,DDR,-516,-516,0
1,0,0,1000008718,COPY_IN,PIPE_MTE2,1322570,1322639,69,1322235,1322304,69,False,DDR,-335,-335,0
1,0,0,1000008720,COPY_IN,PIPE_MTE2,1340230,1340299,69,1339817,1339886,69,False,DDR,-413,-413,0
1,0,0,1000008722,COPY_IN,PIPE_MTE2,1340161,1340230,69,1339748,1339817,69,False,DDR,-413,-413,0
1,0,0,1000008724,COPY_IN,PIPE_MTE2,1331045,1331114,69,1330418,1330556,138,False,DDR,-627,-558,69
1,0,0,1000008726,COPY_IN,PIPE_MTE2,1340299,1340368,69,1339886,1339955,69,False,DDR,-413,-413,0
1,0,0,1000008728,COPY_IN,PIPE_MTE2,1322501,1322570,69,1322166,1322235,69,False,DDR,-335,-335,0
1,0,0,1000008730,COPY_IN,PIPE_MTE2,1322093,1322231,138,1321758,1321896,138,False,DDR,-335,-335,0
1,0,0,1000008732,COPY_IN,PIPE_MTE2,1321703,1321841,138,1321352,1321558,206,False,DDR,-351,-283,68
1,0,0,1000008734,COPY_IN,PIPE_MTE2,1308893,1308962,69,1308558,1308627,69,False,DDR,-335,-335,0
1,0,0,1000008736,COPY_IN,PIPE_MTE2,1308485,1308554,69,1308150,1308219,69,False,DDR,-335,-335,0
1,0,0,1000008738,COPY_OUT,PIPE_MTE3,720197,720402,205,720028,720233,205,,DDR,-169,-169,0
1,0,0,1000008739,COPY_IN,PIPE_MTE2,1260549,1260754,205,1260214,1260419,205,False,DDR,-335,-335,0
1,0,0,1000008742,COPY_IN,PIPE_MTE2,1346045,1346183,138,1345710,1345848,138,False,DDR,-335,-335,0
1,0,0,1000008744,COPY_IN,PIPE_MTE2,1343154,1343292,138,1342819,1342957,138,False,DDR,-335,-335,0
1,0,0,1000008746,COPY_OUT,PIPE_MTE3,707813,708018,205,707644,707849,205,,DDR,-169,-169,0
1,0,0,1000008747,COPY_IN,PIPE_MTE2,1197869,1198304,435,1197612,1198023,411,False,DDR,-257,-281,-24
1,0,0,1000008750,COPY_OUT,PIPE_MTE3,686141,686346,205,685972,686177,205,,DDR,-169,-169,0
1,0,0,1000008751,COPY_IN,PIPE_MTE2,1194773,1195183,410,1194516,1194926,410,False,DDR,-257,-257,0
1,0,0,1000008754,COPY_IN,PIPE_MTE2,1352443,1352581,138,1351927,1352065,138,False,DDR,-516,-516,0
1,0,0,1000008756,COPY_OUT,PIPE_MTE3,729485,729759,274,729316,729590,274,,DDR,-169,-169,0
1,0,0,1000008757,COPY_IN,PIPE_MTE2,1201266,1201471,205,1200972,1201177,205,False,DDR,-294,-294,0
1,0,0,1000008760,COPY_OUT,PIPE_MTE3,717101,717306,205,716932,717137,205,,DDR,-169,-169,0
1,0,0,1000008761,COPY_IN,PIPE_MTE2,1128016,1128465,449,1127751,1128163,412,False,DDR,-265,-302,-37
1,0,0,1000008764,COPY_IN,PIPE_MTE2,1362243,1362312,69,1361830,1361899,69,False,DDR,-413,-413,0
1,0,0,1000008766,COPY_OUT,PIPE_MTE3,695429,695634,205,695260,695465,205,,DDR,-169,-169,0
1,0,0,1000008767,COPY_IN,PIPE_MTE2,1123134,1123402,268,1122659,1123042,383,False,DDR,-475,-360,115
1,0,0,1000008770,COPY_OUT,PIPE_MTE3,672941,673146,205,672772,672977,205,,DDR,-169,-169,0
1,0,0,1000008771,COPY_IN,PIPE_MTE2,1122273,1122790,517,1121971,1122496,525,False,DDR,-302,-294,8
1,0,0,1000008774,COPY_IN,PIPE_MTE2,1362651,1362720,69,1362238,1362307,69,False,DDR,-413,-413,0
1,0,0,1000008776,COPY_OUT,PIPE_MTE3,726389,726594,205,726220,726425,205,,DDR,-169,-169,0
1,0,0,1000008777,COPY_IN,PIPE_MTE2,1057425,1057630,205,1057160,1057365,205,False,DDR,-265,-265,0
1,0,0,1000008780,COPY_IN,PIPE_MTE2,1364895,1365074,179,1364621,1364724,103,False,DDR,-274,-350,-76
1,0,0,1000008782,COPY_IN,PIPE_MTE2,1364826,1364895,69,1364552,1364621,69,False,DDR,-274,-274,0
1,0,0,1000008784,COPY_OUT,PIPE_MTE3,741869,742143,274,741700,741974,274,,DDR,-169,-169,0
1,0,0,1000008785,COPY_IN,PIPE_MTE2,1260754,1260959,205,1260419,1260624,205,False,DDR,-335,-335,0
1,0,0,1000008788,COPY_OUT,PIPE_MTE3,738773,738978,205,738604,738809,205,,DDR,-169,-169,0
1,0,0,1000008789,COPY_IN,PIPE_MTE2,1131561,1132176,615,1131259,1131874,615,False,DDR,-302,-302,0
1,0,0,1000008792,COPY_IN,PIPE_MTE2,1377210,1377279,69,1376936,1377005,69,False,DDR,-274,-274,0
1,0,0,1000008794,COPY_IN,PIPE_MTE2,1377806,1377875,69,1377369,1377507,138,False,DDR,-437,-368,69
1,0,0,1000008796,COPY_IN,PIPE_MTE2,1375342,1375411,69,1375068,1375137,69,False,DDR,-274,-274,0
1,0,0,1000008798,COPY_OUT,PIPE_MTE3,751157,751362,205,750988,751193,205,,DDR,-169,-169,0
1,0,0,1000008799,COPY_IN,PIPE_MTE2,1201471,1201676,205,1201177,1201382,205,False,DDR,-294,-294,0
1,0,0,1000008802,COPY_OUT,PIPE_MTE3,748061,748266,205,747892,748097,205,,DDR,-169,-169,0
1,0,0,1000008803,COPY_IN,PIPE_MTE2,1067966,1068376,410,1067701,1068111,410,False,DDR,-265,-265,0
1,0,0,1000008806,COPY_OUT,PIPE_MTE3,704717,704922,205,704548,704753,205,,DDR,-169,-169,0
1,0,0,1000008807,COPY_IN,PIPE_MTE2,1056812,1057017,205,1056547,1056752,205,False,DDR,-265,-265,0
1,0,0,1000008810,COPY_IN,PIPE_MTE2,1385139,1385208,69,1384726,1384795,69,False,DDR,-413,-413,0
1,0,0,1000008812,COPY_OUT,PIPE_MTE3,683045,683250,205,682876,683081,205,,DDR,-169,-169,0
1,0,0,1000008813,COPY_IN,PIPE_MTE2,1056157,1056404,247,1055907,1056139,232,False,DDR,-250,-265,-15
1,0,0,1000008816,COPY_IN,PIPE_MTE2,1386293,1386451,158,1385958,1386165,207,False,DDR,-335,-286,49
1,0,0,1000008818,COPY_OUT,PIPE_MTE3,757349,757566,217,757180,757385,205,,DDR,-169,-181,-12
1,0,0,1000008819,COPY_IN,PIPE_MTE2,990294,990499,205,990029,990234,205,False,DDR,-265,-265,0
1,0,0,1000008822,COPY_OUT,PIPE_MTE3,735677,735882,205,735508,735713,205,,DDR,-169,-169,0
1,0,0,1000008823,COPY_IN,PIPE_MTE2,987675,987922,247,987410,987642,232,False,DDR,-265,-280,-15
1,0,0,1000008826,COPY_IN,PIPE_MTE2,1393098,1393167,69,1392763,1392832,69,False,DDR,-335,-335,0
1,0,0,1000008828,COPY_IN,PIPE_MTE2,1392690,1392759,69,1392355,1392424,69,False,DDR,-335,-335,0
1,0,0,1000008830,COPY_IN,PIPE_MTE2,1405654,1405723,69,1405241,1405310,69,False,DDR,-413,-413,0
1,0,0,1000008832,COPY_IN,PIPE_MTE2,1405482,1405551,69,1405147,1405216,69,False,DDR,-335,-335,0
1,0,0,1000008834,COPY_IN,PIPE_MTE2,1397886,1398036,150,1397313,1397481,168,False,DDR,-573,-555,18
