variant,cores,stage,root,root_core,root_start,root_end,period_from_previous_root,first_compute_start
direct,4,230,13641,2,1706921,1706934,7348,1699586
direct,4,231,13700,3,1714269,1714282,7348,1706934
direct,4,232,13759,2,1721617,1721630,7348,1714282
direct,4,233,13818,3,1728965,1728978,7348,1721630
direct,4,234,13877,2,1736313,1736326,7348,1728978
direct,4,235,13936,3,1743661,1743674,7348,1736326
direct,4,236,13995,2,1751009,1751022,7348,1743674
direct,4,237,14054,3,1758357,1758370,7348,1751022
direct,4,238,14113,2,1765705,1765718,7348,1758370
direct,4,239,14172,3,1773053,1773066,7348,1765718
direct,4,240,14231,2,1780401,1780414,7348,1773066
direct,4,241,14290,3,1787749,1787762,7348,1780414
direct,4,242,14349,2,1795097,1795110,7348,1787762
direct,4,243,14408,3,1802445,1802458,7348,1795110
direct,4,244,14467,2,1809793,1809806,7348,1802458
direct,4,245,14526,3,1817141,1817154,7348,1809806
direct,4,246,14585,2,1824489,1824502,7348,1817154
direct,4,247,14644,3,1831837,1831850,7348,1824502
direct,4,248,14703,2,1839185,1839198,7348,1831850
direct,4,249,14762,3,1846533,1846546,7348,1839198
direct,4,250,14821,2,1853881,1853894,7348,1846546
direct,4,251,14880,3,1861229,1861242,7348,1853894
direct,4,252,14939,2,1868577,1868590,7348,1861242
direct,4,253,14998,3,1875925,1875938,7348,1868590
direct,4,254,15057,2,1883273,1883286,7348,1875938
direct,4,255,15116,3,1890621,1890634,7348,1883286
direct,4,256,15175,2,1897969,1897982,7348,1890634
direct,4,257,15234,3,1905317,1905330,7348,1897982
direct,4,258,15293,2,1912665,1912678,7348,1905330
direct,4,259,15352,3,1920013,1920026,7348,1912678
direct,4,260,15411,2,1927361,1927374,7348,1920026
direct,4,261,15470,3,1934709,1934722,7348,1927374
direct,4,262,15529,2,1942057,1942070,7348,1934722
direct,4,263,15588,3,1949405,1949418,7348,1942070
direct,4,264,15647,2,1956753,1956766,7348,1949418
direct,4,265,15706,3,1964101,1964114,7348,1956766
direct,4,266,15765,2,1971449,1971462,7348,1964114
direct,4,267,15824,3,1978797,1978810,7348,1971462
direct,4,268,15883,2,1986145,1986158,7348,1978810
direct,4,269,15942,3,1993493,1993506,7348,1986158
direct,4,270,16001,2,2000841,2000854,7348,1993506
direct,4,271,16060,3,2008189,2008202,7348,2000854
direct,4,272,16119,2,2015537,2015550,7348,2008202
direct,4,273,16178,3,2022885,2022898,7348,2015550
direct,4,274,16237,2,2030233,2030246,7348,2022898
direct,4,275,16296,3,2037581,2037594,7348,2030246
direct,4,276,16355,2,2044929,2044942,7348,2037594
direct,4,277,16414,3,2052277,2052290,7348,2044942
direct,4,278,16473,2,2059625,2059638,7348,2052290
direct,4,279,16532,3,2066973,2066986,7348,2059638
direct,4,280,16591,2,2074321,2074334,7348,2066986
direct,4,281,16650,3,2081669,2081682,7348,2074334
direct,4,282,16709,2,2089017,2089030,7348,2081682
direct,4,283,16768,3,2096365,2096378,7348,2089030
direct,4,284,16827,2,2103713,2103726,7348,2096378
direct,4,285,16886,3,2111061,2111074,7348,2103726
direct,4,286,16945,2,2118409,2118422,7348,2111074
direct,4,287,17004,3,2125757,2125770,7348,2118422
direct,4,288,17063,2,2133105,2133118,7348,2125770
direct,4,289,17122,3,2140453,2140466,7348,2133118
direct,4,290,17181,2,2147801,2147814,7348,2140466
direct,4,291,17240,3,2155149,2155162,7348,2147814
direct,4,292,17299,2,2162497,2162510,7348,2155162
direct,4,293,17358,3,2169845,2169858,7348,2162510
direct,4,294,17417,2,2177193,2177206,7348,2169858
direct,4,295,17476,3,2184541,2184554,7348,2177206
direct,4,296,17535,2,2191889,2191902,7348,2184554
direct,4,297,17594,3,2199237,2199250,7348,2191902
direct,4,298,17653,2,2206585,2206598,7348,2199250
direct,4,299,17712,3,2213933,2213946,7348,2206598
direct,4,300,17771,2,2221281,2221294,7348,2213946
direct,4,301,17830,3,2228629,2228642,7348,2221294
direct,4,302,17889,2,2235977,2235990,7348,2228642
direct,4,303,17948,3,2243325,2243338,7348,2235990
direct,4,304,18007,2,2250673,2250686,7348,2243338
direct,5,0,71,0,12827,12840,,2735
direct,5,1,130,2,20158,20171,7331,12840
direct,5,2,189,0,28077,28090,7919,20171
direct,5,3,248,1,35400,35413,7323,28090
direct,5,4,307,2,43857,43870,8457,35413
direct,5,5,366,0,51179,51192,7322,43870
direct,5,6,425,1,58502,58515,7323,51192
direct,5,7,484,0,65825,65838,7323,58515
direct,5,8,543,1,73148,73161,7323,65838
direct,5,9,602,0,80470,80483,7322,73161
direct,5,10,661,1,87793,87806,7323,80483
direct,5,11,720,0,95115,95128,7322,87806
direct,5,12,779,1,102438,102451,7323,95128
direct,5,13,838,0,109760,109773,7322,102451
direct,5,14,897,1,117083,117096,7323,109773
direct,5,15,956,0,124405,124418,7322,117096
direct,5,16,1015,1,131728,131741,7323,124418
direct,5,17,1074,0,139050,139063,7322,131741
direct,5,18,1133,1,146373,146386,7323,139063
direct,5,19,1192,0,153695,153708,7322,146386
direct,5,20,1251,1,161018,161031,7323,153708
direct,5,21,1310,0,168340,168353,7322,161031
direct,5,22,1369,1,175663,175676,7323,168353
direct,5,23,1428,0,182985,182998,7322,175676
direct,5,24,1487,1,190308,190321,7323,182998
direct,5,25,1546,0,197630,197643,7322,190321
direct,5,26,1605,1,204953,204966,7323,197643
direct,5,27,1664,0,212275,212288,7322,204966
direct,5,28,1723,1,219598,219611,7323,212288
direct,5,29,1782,0,226920,226933,7322,219611
direct,5,30,1841,1,234243,234256,7323,226933
direct,5,31,1900,0,241565,241578,7322,234256
direct,5,32,1959,1,248888,248901,7323,241578
direct,5,33,2018,0,256210,256223,7322,248901
direct,5,34,2077,1,263533,263546,7323,256223
direct,5,35,2136,0,270855,270868,7322,263546
direct,5,36,2195,1,278178,278191,7323,270868
direct,5,37,2254,0,285500,285513,7322,278191
direct,5,38,2313,1,292823,292836,7323,285513
direct,5,39,2372,0,300145,300158,7322,292836
direct,5,40,2431,1,307468,307481,7323,300158
direct,5,41,2490,0,314790,314803,7322,307481
direct,5,42,2549,1,322113,322126,7323,314803
direct,5,43,2608,0,329435,329448,7322,322126
direct,5,44,2667,1,336758,336771,7323,329448
direct,5,45,2726,0,344080,344093,7322,336771
direct,5,46,2785,1,351403,351416,7323,344093
direct,5,47,2844,0,358725,358738,7322,351416
direct,5,48,2903,1,366048,366061,7323,358738
direct,5,49,2962,0,373370,373383,7322,366061
direct,5,50,3021,1,380693,380706,7323,373383
direct,5,51,3080,0,388015,388028,7322,380706
direct,5,52,3139,1,395338,395351,7323,388028
direct,5,53,3198,0,402660,402673,7322,395351
direct,5,54,3257,1,409983,409996,7323,402673
direct,5,55,3316,0,417305,417318,7322,409996
direct,5,56,3375,1,424628,424641,7323,417318
direct,5,57,3434,0,431950,431963,7322,424641
direct,5,58,3493,1,439273,439286,7323,431963
direct,5,59,3552,0,446595,446608,7322,439286
direct,5,60,3611,1,453918,453931,7323,446608
direct,5,61,3670,0,461240,461253,7322,453931
direct,5,62,3729,1,468563,468576,7323,461253
direct,5,63,3788,0,475885,475898,7322,468576
direct,5,64,3847,1,483208,483221,7323,475898
direct,5,65,3906,0,490530,490543,7322,483221
direct,5,66,3965,1,497853,497866,7323,490543
direct,5,67,4024,0,505175,505188,7322,497866
direct,5,68,4083,1,512498,512511,7323,505188
direct,5,69,4142,0,519820,519833,7322,512511
direct,5,70,4201,1,527143,527156,7323,519833
direct,5,71,4260,0,534465,534478,7322,527156
direct,5,72,4319,1,541788,541801,7323,534478
direct,5,73,4378,0,549110,549123,7322,541801
direct,5,74,4437,1,556433,556446,7323,549123
direct,5,75,4496,0,563755,563768,7322,556446
direct,5,76,4555,1,571078,571091,7323,563768
direct,5,77,4614,0,578400,578413,7322,571091
direct,5,78,4673,1,585723,585736,7323,578413
direct,5,79,4732,0,593045,593058,7322,585736
direct,5,80,4791,1,600368,600381,7323,593058
direct,5,81,4850,0,607690,607703,7322,600381
direct,5,82,4909,1,615013,615026,7323,607703
direct,5,83,4968,0,622335,622348,7322,615026
direct,5,84,5027,1,629658,629671,7323,622348
direct,5,85,5086,0,636980,636993,7322,629671
direct,5,86,5145,1,644303,644316,7323,636993
direct,5,87,5204,0,651625,651638,7322,644316
direct,5,88,5263,1,658948,658961,7323,651638
direct,5,89,5322,0,666270,666283,7322,658961
direct,5,90,5381,1,673593,673606,7323,666283
direct,5,91,5440,0,680915,680928,7322,673606
direct,5,92,5499,1,688238,688251,7323,680928
direct,5,93,5558,0,695560,695573,7322,688251
direct,5,94,5617,1,702883,702896,7323,695573
direct,5,95,5676,0,710205,710218,7322,702896
direct,5,96,5735,1,717528,717541,7323,710218
direct,5,97,5794,0,724850,724863,7322,717541
direct,5,98,5853,1,732173,732186,7323,724863
direct,5,99,5912,0,739495,739508,7322,732186
direct,5,100,5971,1,746818,746831,7323,739508
direct,5,101,6030,0,754140,754153,7322,746831
direct,5,102,6089,1,761463,761476,7323,754153
direct,5,103,6148,0,768785,768798,7322,761476
direct,5,104,6207,1,776108,776121,7323,768798
direct,5,105,6266,0,783430,783443,7322,776121
direct,5,106,6325,1,790753,790766,7323,783443
direct,5,107,6384,0,798075,798088,7322,790766
direct,5,108,6443,1,805398,805411,7323,798088
direct,5,109,6502,0,812720,812733,7322,805411
direct,5,110,6561,1,820043,820056,7323,812733
direct,5,111,6620,0,827365,827378,7322,820056
direct,5,112,6679,1,834688,834701,7323,827378
direct,5,113,6738,0,842010,842023,7322,834701
direct,5,114,6797,1,849333,849346,7323,842023
direct,5,115,6856,0,856655,856668,7322,849346
direct,5,116,6915,1,863978,863991,7323,856668
direct,5,117,6974,0,871300,871313,7322,863991
direct,5,118,7033,1,878623,878636,7323,871313
direct,5,119,7092,0,885945,885958,7322,878636
direct,5,120,7151,1,893268,893281,7323,885958
direct,5,121,7210,0,900590,900603,7322,893281
direct,5,122,7269,1,907913,907926,7323,900603
direct,5,123,7328,0,915235,915248,7322,907926
direct,5,124,7387,1,922558,922571,7323,915248
direct,5,125,7446,0,929880,929893,7322,922571
direct,5,126,7505,1,937203,937216,7323,929893
direct,5,127,7564,0,944525,944538,7322,937216
direct,5,128,7623,1,951848,951861,7323,944538
direct,5,129,7682,0,959170,959183,7322,951861
direct,5,130,7741,1,966493,966506,7323,959183
direct,5,131,7800,0,973815,973828,7322,966506
direct,5,132,7859,1,981138,981151,7323,973828
direct,5,133,7918,0,988460,988473,7322,981151
direct,5,134,7977,1,995783,995796,7323,988473
direct,5,135,8036,0,1003105,1003118,7322,995796
direct,5,136,8095,1,1010428,1010441,7323,1003118
direct,5,137,8154,0,1017750,1017763,7322,1010441
direct,5,138,8213,1,1025073,1025086,7323,1017763
direct,5,139,8272,0,1032395,1032408,7322,1025086
direct,5,140,8331,1,1039718,1039731,7323,1032408
direct,5,141,8390,0,1047040,1047053,7322,1039731
direct,5,142,8449,1,1054363,1054376,7323,1047053
direct,5,143,8508,0,1061685,1061698,7322,1054376
direct,5,144,8567,1,1069008,1069021,7323,1061698
direct,5,145,8626,0,1076330,1076343,7322,1069021
direct,5,146,8685,1,1083653,1083666,7323,1076343
direct,5,147,8744,0,1090975,1090988,7322,1083666
direct,5,148,8803,1,1098298,1098311,7323,1090988
direct,5,149,8862,0,1105620,1105633,7322,1098311
direct,5,150,8921,1,1112943,1112956,7323,1105633
direct,5,151,8980,0,1120265,1120278,7322,1112956
direct,5,152,9039,1,1127588,1127601,7323,1120278
direct,5,153,9098,0,1134910,1134923,7322,1127601
direct,5,154,9157,1,1142233,1142246,7323,1134923
direct,5,155,9216,0,1149555,1149568,7322,1142246
direct,5,156,9275,1,1156878,1156891,7323,1149568
direct,5,157,9334,0,1164200,1164213,7322,1156891
direct,5,158,9393,1,1171523,1171536,7323,1164213
direct,5,159,9452,0,1178845,1178858,7322,1171536
direct,5,160,9511,1,1186168,1186181,7323,1178858
direct,5,161,9570,0,1193490,1193503,7322,1186181
direct,5,162,9629,1,1200813,1200826,7323,1193503
direct,5,163,9688,0,1208135,1208148,7322,1200826
direct,5,164,9747,1,1215458,1215471,7323,1208148
direct,5,165,9806,0,1222780,1222793,7322,1215471
direct,5,166,9865,1,1230103,1230116,7323,1222793
direct,5,167,9924,0,1237425,1237438,7322,1230116
direct,5,168,9983,1,1244748,1244761,7323,1237438
direct,5,169,10042,0,1252070,1252083,7322,1244761
direct,5,170,10101,1,1259393,1259406,7323,1252083
direct,5,171,10160,0,1266715,1266728,7322,1259406
direct,5,172,10219,1,1274038,1274051,7323,1266728
direct,5,173,10278,0,1281360,1281373,7322,1274051
direct,5,174,10337,1,1288683,1288696,7323,1281373
direct,5,175,10396,0,1296005,1296018,7322,1288696
direct,5,176,10455,1,1303328,1303341,7323,1296018
direct,5,177,10514,0,1310650,1310663,7322,1303341
direct,5,178,10573,1,1317973,1317986,7323,1310663
direct,5,179,10632,0,1325295,1325308,7322,1317986
direct,5,180,10691,1,1332618,1332631,7323,1325308
direct,5,181,10750,0,1339940,1339953,7322,1332631
direct,5,182,10809,1,1347263,1347276,7323,1339953
direct,5,183,10868,0,1354585,1354598,7322,1347276
direct,5,184,10927,1,1361908,1361921,7323,1354598
direct,5,185,10986,0,1369230,1369243,7322,1361921
direct,5,186,11045,1,1376553,1376566,7323,1369243
direct,5,187,11104,0,1383875,1383888,7322,1376566
direct,5,188,11163,1,1391198,1391211,7323,1383888
direct,5,189,11222,0,1398520,1398533,7322,1391211
direct,5,190,11281,1,1405843,1405856,7323,1398533
direct,5,191,11340,0,1413165,1413178,7322,1405856
direct,5,192,11399,1,1420488,1420501,7323,1413178
direct,5,193,11458,0,1427810,1427823,7322,1420501
direct,5,194,11517,1,1435133,1435146,7323,1427823
direct,5,195,11576,0,1442455,1442468,7322,1435146
direct,5,196,11635,1,1449778,1449791,7323,1442468
direct,5,197,11694,0,1457100,1457113,7322,1449791
direct,5,198,11753,1,1464423,1464436,7323,1457113
direct,5,199,11812,0,1471745,1471758,7322,1464436
direct,5,200,11871,1,1479068,1479081,7323,1471758
direct,5,201,11930,0,1486390,1486403,7322,1479081
direct,5,202,11989,1,1493713,1493726,7323,1486403
direct,5,203,12048,0,1501035,1501048,7322,1493726
direct,5,204,12107,1,1508358,1508371,7323,1501048
direct,5,205,12166,0,1515680,1515693,7322,1508371
direct,5,206,12225,1,1523003,1523016,7323,1515693
direct,5,207,12284,0,1530325,1530338,7322,1523016
direct,5,208,12343,1,1537648,1537661,7323,1530338
direct,5,209,12402,0,1544970,1544983,7322,1537661
direct,5,210,12461,1,1552293,1552306,7323,1544983
direct,5,211,12520,0,1559615,1559628,7322,1552306
direct,5,212,12579,1,1566938,1566951,7323,1559628
direct,5,213,12638,0,1574260,1574273,7322,1566951
direct,5,214,12697,1,1581583,1581596,7323,1574273
direct,5,215,12756,0,1588905,1588918,7322,1581596
direct,5,216,12815,1,1596228,1596241,7323,1588918
direct,5,217,12874,0,1603550,1603563,7322,1596241
direct,5,218,12933,1,1610873,1610886,7323,1603563
direct,5,219,12992,0,1618195,1618208,7322,1610886
direct,5,220,13051,1,1625518,1625531,7323,1618208
direct,5,221,13110,0,1632840,1632853,7322,1625531
direct,5,222,13169,1,1640163,1640176,7323,1632853
direct,5,223,13228,0,1647485,1647498,7322,1640176
direct,5,224,13287,1,1654808,1654821,7323,1647498
direct,5,225,13346,0,1662130,1662143,7322,1654821
direct,5,226,13405,1,1669453,1669466,7323,1662143
direct,5,227,13464,0,1676775,1676788,7322,1669466
direct,5,228,13523,1,1684098,1684111,7323,1676788
direct,5,229,13582,0,1691420,1691433,7322,1684111
direct,5,230,13641,1,1698743,1698756,7323,1691433
direct,5,231,13700,0,1706065,1706078,7322,1698756
direct,5,232,13759,1,1713388,1713401,7323,1706078
direct,5,233,13818,0,1720710,1720723,7322,1713401
direct,5,234,13877,1,1728033,1728046,7323,1720723
direct,5,235,13936,0,1735355,1735368,7322,1728046
direct,5,236,13995,1,1742678,1742691,7323,1735368
direct,5,237,14054,0,1750000,1750013,7322,1742691
direct,5,238,14113,1,1757323,1757336,7323,1750013
direct,5,239,14172,0,1764645,1764658,7322,1757336
direct,5,240,14231,1,1771968,1771981,7323,1764658
direct,5,241,14290,0,1779290,1779303,7322,1771981
direct,5,242,14349,1,1786613,1786626,7323,1779303
direct,5,243,14408,0,1793935,1793948,7322,1786626
direct,5,244,14467,1,1801258,1801271,7323,1793948
direct,5,245,14526,0,1808580,1808593,7322,1801271
direct,5,246,14585,1,1815903,1815916,7323,1808593
direct,5,247,14644,0,1823225,1823238,7322,1815916
direct,5,248,14703,1,1830548,1830561,7323,1823238
direct,5,249,14762,0,1837870,1837883,7322,1830561
direct,5,250,14821,1,1845193,1845206,7323,1837883
direct,5,251,14880,0,1852515,1852528,7322,1845206
direct,5,252,14939,1,1859838,1859851,7323,1852528
direct,5,253,14998,0,1867160,1867173,7322,1859851
direct,5,254,15057,1,1874483,1874496,7323,1867173
direct,5,255,15116,0,1881805,1881818,7322,1874496
direct,5,256,15175,1,1889128,1889141,7323,1881818
direct,5,257,15234,0,1896450,1896463,7322,1889141
direct,5,258,15293,1,1903773,1903786,7323,1896463
direct,5,259,15352,0,1911095,1911108,7322,1903786
direct,5,260,15411,1,1918418,1918431,7323,1911108
direct,5,261,15470,0,1925740,1925753,7322,1918431
direct,5,262,15529,1,1933063,1933076,7323,1925753
direct,5,263,15588,0,1940385,1940398,7322,1933076
direct,5,264,15647,1,1947708,1947721,7323,1940398
direct,5,265,15706,0,1955030,1955043,7322,1947721
direct,5,266,15765,1,1962353,1962366,7323,1955043
direct,5,267,15824,0,1969675,1969688,7322,1962366
direct,5,268,15883,1,1976998,1977011,7323,1969688
direct,5,269,15942,0,1984320,1984333,7322,1977011
direct,5,270,16001,1,1991643,1991656,7323,1984333
direct,5,271,16060,0,1998965,1998978,7322,1991656
direct,5,272,16119,1,2006288,2006301,7323,1998978
direct,5,273,16178,0,2013610,2013623,7322,2006301
direct,5,274,16237,1,2020933,2020946,7323,2013623
direct,5,275,16296,0,2028255,2028268,7322,2020946
direct,5,276,16355,1,2035578,2035591,7323,2028268
direct,5,277,16414,0,2042900,2042913,7322,2035591
direct,5,278,16473,1,2050223,2050236,7323,2042913
direct,5,279,16532,0,2057545,2057558,7322,2050236
direct,5,280,16591,1,2064868,2064881,7323,2057558
direct,5,281,16650,0,2072190,2072203,7322,2064881
direct,5,282,16709,1,2079513,2079526,7323,2072203
direct,5,283,16768,0,2086835,2086848,7322,2079526
direct,5,284,16827,1,2094158,2094171,7323,2086848
direct,5,285,16886,0,2101480,2101493,7322,2094171
direct,5,286,16945,1,2108803,2108816,7323,2101493
direct,5,287,17004,0,2116125,2116138,7322,2108816
direct,5,288,17063,1,2123448,2123461,7323,2116138
direct,5,289,17122,0,2130770,2130783,7322,2123461
direct,5,290,17181,1,2138093,2138106,7323,2130783
direct,5,291,17240,0,2145415,2145428,7322,2138106
direct,5,292,17299,1,2152738,2152751,7323,2145428
direct,5,293,17358,0,2160060,2160073,7322,2152751
direct,5,294,17417,1,2167383,2167396,7323,2160073
direct,5,295,17476,0,2174705,2174718,7322,2167396
direct,5,296,17535,1,2182028,2182041,7323,2174718
direct,5,297,17594,0,2189350,2189363,7322,2182041
direct,5,298,17653,1,2196673,2196686,7323,2189363
direct,5,299,17712,0,2203995,2204008,7322,2196686
direct,5,300,17771,1,2211318,2211331,7323,2204008
direct,5,301,17830,0,2218640,2218653,7322,2211331
direct,5,302,17889,1,2225963,2225976,7323,2218653
direct,5,303,17948,0,2233285,2233298,7322,2225976
direct,5,304,18007,1,2240608,2240621,7323,2233298
vector,2,0,71,0,14752,14765,,1094
vector,2,1,130,0,28423,28436,13671,14765
vector,2,2,189,0,42094,42107,13671,28436
vector,2,3,248,0,55765,55778,13671,42107
vector,2,4,307,0,69436,69449,13671,55778
vector,2,5,366,0,83107,83120,13671,69449
vector,2,6,425,0,96778,96791,13671,83120
vector,2,7,484,0,110449,110462,13671,96791
vector,2,8,543,0,124120,124133,13671,110462
vector,2,9,602,0,137791,137804,13671,124133
vector,2,10,661,0,151462,151475,13671,137804
vector,2,11,720,0,165133,165146,13671,151475
vector,2,12,779,0,178804,178817,13671,165146
vector,2,13,838,0,192475,192488,13671,178817
vector,2,14,897,0,206146,206159,13671,192488
vector,2,15,956,0,219817,219830,13671,206159
vector,2,16,1015,0,233488,233501,13671,219830
vector,2,17,1074,0,247159,247172,13671,233501
vector,2,18,1133,0,260830,260843,13671,247172
vector,2,19,1192,0,274501,274514,13671,260843
vector,2,20,1251,0,288172,288185,13671,274514
vector,2,21,1310,0,301843,301856,13671,288185
vector,2,22,1369,0,315514,315527,13671,301856
vector,2,23,1428,0,329185,329198,13671,315527
vector,2,24,1487,0,342856,342869,13671,329198
vector,2,25,1546,0,356527,356540,13671,342869
vector,2,26,1605,0,370198,370211,13671,356540
vector,2,27,1664,0,383869,383882,13671,370211
vector,2,28,1723,0,397540,397553,13671,383882
vector,2,29,1782,0,411211,411224,13671,397553
vector,2,30,1841,0,424882,424895,13671,411224
vector,2,31,1900,0,438553,438566,13671,424895
vector,2,32,1959,0,452224,452237,13671,438566
vector,2,33,2018,0,465895,465908,13671,452237
vector,2,34,2077,0,479566,479579,13671,465908
vector,2,35,2136,0,493237,493250,13671,479579
vector,2,36,2195,0,506908,506921,13671,493250
vector,2,37,2254,0,520579,520592,13671,506921
vector,2,38,2313,0,534250,534263,13671,520592
vector,2,39,2372,0,547921,547934,13671,534263
vector,2,40,2431,0,561592,561605,13671,547934
vector,2,41,2490,0,575263,575276,13671,561605
vector,2,42,2549,0,588934,588947,13671,575276
vector,2,43,2608,0,602605,602618,13671,588947
vector,2,44,2667,0,616276,616289,13671,602618
vector,2,45,2726,0,629947,629960,13671,616289
vector,2,46,2785,0,643618,643631,13671,629960
vector,2,47,2844,0,657289,657302,13671,643631
vector,2,48,2903,0,670960,670973,13671,657302
vector,2,49,2962,0,684631,684644,13671,670973
vector,2,50,3021,0,698302,698315,13671,684644
vector,2,51,3080,0,711973,711986,13671,698315
vector,2,52,3139,0,725644,725657,13671,711986
vector,2,53,3198,0,739315,739328,13671,725657
vector,2,54,3257,0,752986,752999,13671,739328
vector,2,55,3316,0,766657,766670,13671,752999
vector,2,56,3375,0,780328,780341,13671,766670
vector,2,57,3434,0,793999,794012,13671,780341
vector,2,58,3493,0,807670,807683,13671,794012
vector,2,59,3552,0,821341,821354,13671,807683
vector,2,60,3611,0,835012,835025,13671,821354
vector,2,61,3670,0,848683,848696,13671,835025
vector,2,62,3729,0,862354,862367,13671,848696
vector,2,63,3788,0,876025,876038,13671,862367
vector,2,64,3847,0,889696,889709,13671,876038
vector,2,65,3906,0,903367,903380,13671,889709
vector,2,66,3965,0,917038,917051,13671,903380
vector,2,67,4024,0,930709,930722,13671,917051
vector,2,68,4083,0,944380,944393,13671,930722
vector,2,69,4142,0,958051,958064,13671,944393
vector,2,70,4201,0,971722,971735,13671,958064
vector,2,71,4260,0,985393,985406,13671,971735
vector,2,72,4319,0,999064,999077,13671,985406
vector,2,73,4378,0,1012735,1012748,13671,999077
vector,2,74,4437,0,1026406,1026419,13671,1012748
vector,2,75,4496,0,1040077,1040090,13671,1026419
vector,2,76,4555,0,1053748,1053761,13671,1040090
vector,2,77,4614,0,1067419,1067432,13671,1053761
vector,2,78,4673,0,1081090,1081103,13671,1067432
vector,2,79,4732,0,1094761,1094774,13671,1081103
vector,2,80,4791,0,1108432,1108445,13671,1094774
vector,2,81,4850,0,1122103,1122116,13671,1108445
vector,2,82,4909,0,1135774,1135787,13671,1122116
vector,2,83,4968,0,1149445,1149458,13671,1135787
vector,2,84,5027,0,1163116,1163129,13671,1149458
vector,2,85,5086,0,1176787,1176800,13671,1163129
vector,2,86,5145,0,1190458,1190471,13671,1176800
vector,2,87,5204,0,1204129,1204142,13671,1190471
vector,2,88,5263,0,1217800,1217813,13671,1204142
vector,2,89,5322,0,1231471,1231484,13671,1217813
vector,2,90,5381,0,1245142,1245155,13671,1231484
vector,2,91,5440,0,1258813,1258826,13671,1245155
vector,2,92,5499,0,1272484,1272497,13671,1258826
vector,2,93,5558,0,1286155,1286168,13671,1272497
vector,2,94,5617,0,1299826,1299839,13671,1286168
vector,2,95,5676,0,1313497,1313510,13671,1299839
vector,2,96,5735,0,1327168,1327181,13671,1313510
vector,2,97,5794,0,1340839,1340852,13671,1327181
vector,2,98,5853,0,1354510,1354523,13671,1340852
vector,2,99,5912,0,1368181,1368194,13671,1354523
vector,2,100,5971,0,1381852,1381865,13671,1368194
vector,2,101,6030,0,1395523,1395536,13671,1381865
vector,2,102,6089,0,1409194,1409207,13671,1395536
vector,2,103,6148,0,1422865,1422878,13671,1409207
vector,2,104,6207,0,1436536,1436549,13671,1422878
vector,2,105,6266,0,1450207,1450220,13671,1436549
vector,2,106,6325,0,1463878,1463891,13671,1450220
vector,2,107,6384,0,1477549,1477562,13671,1463891
vector,2,108,6443,0,1491220,1491233,13671,1477562
vector,2,109,6502,0,1504891,1504904,13671,1491233
vector,2,110,6561,0,1518562,1518575,13671,1504904
vector,2,111,6620,0,1532233,1532246,13671,1518575
vector,2,112,6679,0,1545904,1545917,13671,1532246
vector,2,113,6738,0,1559575,1559588,13671,1545917
vector,2,114,6797,0,1573246,1573259,13671,1559588
vector,2,115,6856,0,1586917,1586930,13671,1573259
vector,2,116,6915,0,1600588,1600601,13671,1586930
vector,2,117,6974,0,1614259,1614272,13671,1600601
vector,2,118,7033,0,1627930,1627943,13671,1614272
vector,2,119,7092,0,1641601,1641614,13671,1627943
vector,2,120,7151,0,1655272,1655285,13671,1641614
vector,2,121,7210,0,1668943,1668956,13671,1655285
vector,2,122,7269,0,1682614,1682627,13671,1668956
vector,2,123,7328,0,1696285,1696298,13671,1682627
vector,2,124,7387,0,1709956,1709969,13671,1696298
vector,2,125,7446,0,1723627,1723640,13671,1709969
vector,2,126,7505,0,1737298,1737311,13671,1723640
vector,2,127,7564,0,1750969,1750982,13671,1737311
vector,2,128,7623,0,1764640,1764653,13671,1750982
vector,2,129,7682,0,1778311,1778324,13671,1764653
vector,2,130,7741,0,1791982,1791995,13671,1778324
vector,2,131,7800,0,1805653,1805666,13671,1791995
vector,2,132,7859,0,1819324,1819337,13671,1805666
vector,2,133,7918,0,1832995,1833008,13671,1819337
vector,2,134,7977,0,1846666,1846679,13671,1833008
vector,2,135,8036,0,1860337,1860350,13671,1846679
vector,2,136,8095,0,1874008,1874021,13671,1860350
vector,2,137,8154,0,1887679,1887692,13671,1874021
vector,2,138,8213,0,1901350,1901363,13671,1887692
vector,2,139,8272,0,1915021,1915034,13671,1901363
vector,2,140,8331,0,1928692,1928705,13671,1915034
vector,2,141,8390,0,1942363,1942376,13671,1928705
vector,2,142,8449,0,1956034,1956047,13671,1942376
vector,2,143,8508,0,1969705,1969718,13671,1956047
vector,2,144,8567,0,1983376,1983389,13671,1969718
vector,2,145,8626,0,1997047,1997060,13671,1983389
vector,2,146,8685,0,2010718,2010731,13671,1997060
vector,2,147,8744,0,2024389,2024402,13671,2010731
vector,2,148,8803,0,2038060,2038073,13671,2024402
vector,2,149,8862,0,2051731,2051744,13671,2038073
vector,2,150,8921,0,2065402,2065415,13671,2051744
vector,2,151,8980,0,2079073,2079086,13671,2065415
vector,2,152,9039,0,2092744,2092757,13671,2079086
vector,2,153,9098,0,2106415,2106428,13671,2092757
vector,2,154,9157,0,2120086,2120099,13671,2106428
vector,2,155,9216,0,2133757,2133770,13671,2120099
vector,2,156,9275,0,2147428,2147441,13671,2133770
vector,2,157,9334,0,2161099,2161112,13671,2147441
vector,2,158,9393,0,2174770,2174783,13671,2161112
vector,2,159,9452,0,2188441,2188454,13671,2174783
vector,2,160,9511,0,2202112,2202125,13671,2188454
