variant,event_id,op_id,core,pipe,start,end
p2,1-1-1000008393,1000008393,2,PIPE_MTE2,799867,800072
p2,1-1-1410,1410,2,PIPE_V,800072,800480
p2,1-1-1000005995,1000005995,2,PIPE_MTE2,800072,800141
p2,1-1-1000008381,1000008381,2,PIPE_MTE2,800141,800346
p2,1-1-1411,1411,2,PIPE_V,800480,800888
p2,1-1-1000007976,1000007976,2,PIPE_MTE2,800480,800549
p2,1-1-1551,1551,2,PIPE_M,802553,805649
p2,1-1-1000006751,1000006751,2,PIPE_MTE2,802553,802862
p2,1-1-1000008872,1000008872,2,PIPE_MTE3,802553,803135
p2,1-1-1000007986,1000007986,2,PIPE_MTE2,802862,803069
p2,1-1-1000006859,1000006859,2,PIPE_MTE2,803135,803341
p2,1-1-1000007992,1000007992,2,PIPE_MTE2,803341,803479
p2,1-1-1838,1838,2,PIPE_M,805649,808745
p2,1-1-1000008377,1000008377,2,PIPE_MTE2,805649,806023
p2,1-1-2125,2125,2,PIPE_M,808745,811841
p2,1-1-1000008914,1000008914,2,PIPE_MTE3,808745,808950
p2,1-1-1412,1412,2,PIPE_V,808950,809358
p2,1-1-2412,2412,2,PIPE_M,811841,814937
p2,1-1-1000008890,1000008890,2,PIPE_MTE3,811841,812046
p2,1-1-1000008361,1000008361,2,PIPE_MTE2,812046,812251
p2,1-1-1000008367,1000008367,2,PIPE_MTE2,812251,812456
p2,1-1-1413,1413,2,PIPE_V,812456,812864
p2,1-1-1000008447,1000008447,2,PIPE_MTE2,812864,813069
p2,1-1-1414,1414,2,PIPE_V,813069,813477
p2,1-1-1000006667,1000006667,2,PIPE_MTE2,813069,813172
p2,1-1-1000008002,1000008002,2,PIPE_MTE2,813172,813241
p2,1-1-1000008443,1000008443,2,PIPE_MTE2,813477,813682
p2,1-1-1695,1695,2,PIPE_M,814937,818033
p2,1-1-1000008900,1000008900,2,PIPE_MTE3,814937,815347
p2,1-1-1415,1415,2,PIPE_V,815347,815755
p2,1-1-1000008008,1000008008,2,PIPE_MTE2,815347,815479
p2,1-1-1000008010,1000008010,2,PIPE_MTE2,815755,815824
p2,1-1-1982,1982,2,PIPE_M,818033,821129
p2,1-1-2269,2269,2,PIPE_M,821129,824225
p2,1-1-1000008477,1000008477,2,PIPE_MTE2,824225,824892
p2,1-1-1000008922,1000008922,2,PIPE_MTE3,824225,824892
p2,1-1-1416,1416,2,PIPE_V,824892,825300
p2,1-1-1417,1417,2,PIPE_V,825300,825708
p2,1-1-1000008613,1000008613,2,PIPE_MTE2,825300,825505
p2,1-1-1418,1418,2,PIPE_V,825708,826116
p2,1-1-1000006043,1000006043,2,PIPE_MTE2,825708,825777
p2,1-1-1552,1552,2,PIPE_M,825777,828873
p2,1-1-1000008016,1000008016,2,PIPE_MTE2,825777,825846
p2,1-1-1419,1419,2,PIPE_V,826116,826524
p2,1-1-1839,1839,2,PIPE_M,828873,831969
p2,1-1-1000006757,1000006757,2,PIPE_MTE2,828873,829069
p2,1-1-1000008022,1000008022,2,PIPE_MTE2,829069,829207
p2,1-1-1000006865,1000006865,2,PIPE_MTE2,829207,829413
p2,1-1-1000008032,1000008032,2,PIPE_MTE2,829413,829491
p2,1-1-2126,2126,2,PIPE_M,831969,835065
p2,1-1-1000008932,1000008932,2,PIPE_MTE3,835065,835270
p2,1-1-2413,2413,2,PIPE_M,835270,838366
p2,1-1-1420,1420,2,PIPE_V,838366,838774
p2,1-1-1000008972,1000008972,2,PIPE_MTE3,838366,838733
p2,1-1-1421,1421,2,PIPE_V,838774,839182
p2,1-1-1000006673,1000006673,2,PIPE_MTE2,838774,838877
p2,1-1-1000008038,1000008038,2,PIPE_MTE2,838877,838946
p2,1-1-1422,1422,2,PIPE_V,839182,839590
p2,1-1-1696,1696,2,PIPE_M,839182,842278
p2,1-1-1000008044,1000008044,2,PIPE_MTE2,839182,839263
p2,1-1-1423,1423,2,PIPE_V,839590,839998
p2,1-1-1000008050,1000008050,2,PIPE_MTE2,839590,839659
p2,1-1-1424,1424,2,PIPE_V,839998,840406
p2,1-1-1425,1425,2,PIPE_V,840406,840814
p2,1-1-1000006091,1000006091,2,PIPE_MTE2,840406,840520
p2,1-1-1000008052,1000008052,2,PIPE_MTE2,840520,840613
p2,1-1-1000006763,1000006763,2,PIPE_MTE2,840814,840917
p2,1-1-1000008062,1000008062,2,PIPE_MTE2,840917,840986
p2,1-1-1983,1983,2,PIPE_M,842278,845374
p2,1-1-1426,1426,2,PIPE_V,845374,845782
p2,1-1-2270,2270,2,PIPE_M,845374,848470
p2,1-1-1427,1427,2,PIPE_V,845782,846190
p2,1-1-1553,1553,2,PIPE_M,848470,851566
p2,1-1-1000006871,1000006871,2,PIPE_MTE2,848470,848779
p2,1-1-1000008986,1000008986,2,PIPE_MTE3,848470,849085
p2,1-1-1000008068,1000008068,2,PIPE_MTE2,848779,848986
p2,1-1-1000006679,1000006679,2,PIPE_MTE2,848986,849225
p2,1-1-1428,1428,2,PIPE_V,851566,851974
p2,1-1-1840,1840,2,PIPE_M,851566,854662
p2,1-1-1429,1429,2,PIPE_V,854662,855070
p2,1-1-2127,2127,2,PIPE_M,854662,857758
p2,1-1-1430,1430,2,PIPE_V,855070,855478
p2,1-1-2414,2414,2,PIPE_M,857758,860854
p2,1-1-1000008078,1000008078,2,PIPE_MTE2,857758,857896
p2,1-1-1000009010,1000009010,2,PIPE_MTE3,857758,858168
p2,1-1-1000008084,1000008084,2,PIPE_MTE2,857896,858034
p2,1-1-1000008086,1000008086,2,PIPE_MTE2,858034,858170
p2,1-1-1000008092,1000008092,2,PIPE_MTE2,858170,858239
p2,1-1-1000008261,1000008261,2,PIPE_MTE2,858239,858444
p2,1-1-1000008273,1000008273,2,PIPE_MTE2,858444,858649
p2,1-1-1697,1697,2,PIPE_M,860854,863950
p2,1-1-1000008966,1000008966,2,PIPE_MTE3,860854,861270
p2,1-1-1554,1554,2,PIPE_V,861270,861678
p2,1-1-1000007639,1000007639,2,PIPE_MTE3,861270,861749
p2,1-1-1000008098,1000008098,2,PIPE_MTE2,861270,861477
p2,1-1-1984,1984,2,PIPE_M,863950,867046
p2,1-1-2271,2271,2,PIPE_M,867046,870142
p2,1-1-1000006769,1000006769,2,PIPE_MTE2,867046,867252
p2,1-1-1000009026,1000009026,2,PIPE_MTE3,867046,867423
p2,1-1-1000008104,1000008104,2,PIPE_MTE2,867252,867390
p2,1-1-2558,2558,2,PIPE_M,870142,873238
p2,1-1-1000006877,1000006877,2,PIPE_MTE2,870142,870451
p2,1-1-1000008982,1000008982,2,PIPE_MTE3,870142,870703
p2,1-1-1000008114,1000008114,2,PIPE_MTE2,870451,870658
p2,1-1-1000008357,1000008357,2,PIPE_MTE2,870703,870908
p2,1-1-1555,1555,2,PIPE_V,870908,871316
p2,1-1-1841,1841,2,PIPE_M,873238,876334
p2,1-1-1000008960,1000008960,2,PIPE_MTE3,873238,873667
p2,1-1-1000008349,1000008349,2,PIPE_MTE2,873667,874445
p2,1-1-1556,1556,2,PIPE_V,876334,876742
p2,1-1-2128,2128,2,PIPE_M,876334,879430
p2,1-1-2415,2415,2,PIPE_M,879430,882526
p2,1-1-1000008992,1000008992,2,PIPE_MTE3,879430,879647
p2,1-1-1000008339,1000008339,2,PIPE_MTE2,879647,879883
p2,1-1-1000008345,1000008345,2,PIPE_MTE2,879883,880293
p2,1-1-1557,1557,2,PIPE_V,880293,880701
p2,1-1-1000006685,1000006685,2,PIPE_MTE2,880293,880499
p2,1-1-1000008120,1000008120,2,PIPE_MTE2,880499,880637
p2,1-1-1000008437,1000008437,2,PIPE_MTE2,880701,880906
p2,1-1-1558,1558,2,PIPE_V,880906,881314
p2,1-1-1000008126,1000008126,2,PIPE_MTE2,880906,880975
p2,1-1-1698,1698,2,PIPE_M,882526,885622
p2,1-1-1000008978,1000008978,2,PIPE_MTE3,882526,882936
p2,1-1-1000008132,1000008132,2,PIPE_MTE2,882936,883074
p2,1-1-1000008134,1000008134,2,PIPE_MTE2,883074,883212
p2,1-1-1985,1985,2,PIPE_M,885622,888718
p2,1-1-2272,2272,2,PIPE_M,888718,891814
p2,1-1-1000008427,1000008427,2,PIPE_MTE2,888718,889156
p2,1-1-1000009016,1000009016,2,PIPE_MTE3,888718,889156
p2,1-1-1559,1559,2,PIPE_V,889156,889564
p2,1-1-2559,2559,2,PIPE_M,891814,894910
p2,1-1-1000009000,1000009000,2,PIPE_MTE3,891814,892031
p2,1-1-1000008465,1000008465,2,PIPE_MTE2,892031,892236
p2,1-1-1000008597,1000008597,2,PIPE_MTE2,892236,892441
p2,1-1-1560,1560,2,PIPE_V,892441,892849
p2,1-1-1000008591,1000008591,2,PIPE_MTE2,892849,893054
p2,1-1-1561,1561,2,PIPE_V,893054,893462
p2,1-1-1000008140,1000008140,2,PIPE_MTE2,893054,893123
p2,1-1-1000008575,1000008575,2,PIPE_MTE2,893462,893667
p2,1-1-1842,1842,2,PIPE_M,894910,898006
p2,1-1-1000009006,1000009006,2,PIPE_MTE3,894910,895555
p2,1-1-1562,1562,2,PIPE_V,895555,895963
p2,1-1-1000006775,1000006775,2,PIPE_MTE2,895555,895967
p2,1-1-1000008150,1000008150,2,PIPE_MTE2,895967,896182
p2,1-1-1000006883,1000006883,2,PIPE_MTE2,896182,896388
p2,1-1-1000008156,1000008156,2,PIPE_MTE2,896388,896526
p2,1-1-2129,2129,2,PIPE_M,898006,901102
p2,1-1-1000009022,1000009022,2,PIPE_MTE3,901102,901319
p2,1-1-2416,2416,2,PIPE_M,901319,904415
p2,1-1-1000008609,1000008609,2,PIPE_MTE2,904415,904929
p2,1-1-1000009032,1000009032,2,PIPE_MTE3,904415,904929
p2,1-1-1563,1563,2,PIPE_V,904929,905337
p2,1-1-1564,1564,2,PIPE_V,905337,905745
p2,1-1-1565,1565,2,PIPE_V,905745,906153
p2,1-1-1000006691,1000006691,2,PIPE_MTE2,905745,905848
p2,1-1-1000008166,1000008166,2,PIPE_MTE2,905848,905917
p2,1-1-1699,1699,2,PIPE_M,905917,909013
p2,1-1-1000008172,1000008172,2,PIPE_MTE2,905917,905986
p2,1-1-1566,1566,2,PIPE_V,906153,906561
p2,1-1-1986,1986,2,PIPE_M,909013,912109
p2,1-1-1000008174,1000008174,2,PIPE_MTE2,909013,909082
p2,1-1-1000008180,1000008180,2,PIPE_MTE2,909082,909151
p2,1-1-2273,2273,2,PIPE_M,912109,915205
p2,1-1-1567,1567,2,PIPE_V,915205,915613
p2,1-1-2560,2560,2,PIPE_M,915205,918301
p2,1-1-1000009122,1000009122,2,PIPE_MTE3,915205,915410
p2,1-1-1568,1568,2,PIPE_V,915613,916021
p2,1-1-1000008186,1000008186,2,PIPE_MTE2,915613,915682
p2,1-1-1569,1569,2,PIPE_V,916021,916429
p2,1-1-1000006781,1000006781,2,PIPE_MTE2,916021,916124
p2,1-1-1000008192,1000008192,2,PIPE_MTE2,916124,916193
p2,1-1-1570,1570,2,PIPE_V,916429,916837
p2,1-1-1000006889,1000006889,2,PIPE_MTE2,916429,916532
p2,1-1-1000008202,1000008202,2,PIPE_MTE2,916532,916601
p2,1-1-1843,1843,2,PIPE_M,918301,921397
p2,1-1-1000009084,1000009084,2,PIPE_MTE3,918301,918581
p2,1-1-1571,1571,2,PIPE_V,921397,921805
p2,1-1-2130,2130,2,PIPE_M,921397,924493
p2,1-1-1572,1572,2,PIPE_V,921805,922213
p2,1-1-1573,1573,2,PIPE_V,922213,922621
p2,1-1-1574,1574,2,PIPE_V,922621,923029
p2,1-1-2417,2417,2,PIPE_M,924493,927589
p2,1-1-1000006697,1000006697,2,PIPE_MTE2,924493,924596
p2,1-1-1000008208,1000008208,2,PIPE_MTE2,924596,924665
p2,1-1-1000008216,1000008216,2,PIPE_MTE2,924665,924803
p2,1-1-1000008218,1000008218,2,PIPE_MTE2,924803,924941
p2,1-1-1000008224,1000008224,2,PIPE_MTE2,924941,925077
p2,1-1-1000008230,1000008230,2,PIPE_MTE2,925077,925146
p2,1-1-1700,1700,2,PIPE_M,927589,930685
p2,1-1-1000009094,1000009094,2,PIPE_MTE3,927589,927794
p2,1-1-1575,1575,2,PIPE_V,930685,931093
p2,1-1-1987,1987,2,PIPE_M,930685,933781
p2,1-1-1576,1576,2,PIPE_V,933781,934189
p2,1-1-2274,2274,2,PIPE_M,933781,936877
p2,1-1-1577,1577,2,PIPE_V,934189,934597
p2,1-1-2561,2561,2,PIPE_M,936877,939973
p2,1-1-1000006787,1000006787,2,PIPE_MTE2,936877,937083
p2,1-1-1000009116,1000009116,2,PIPE_MTE3,936877,937185
p2,1-1-1000008236,1000008236,2,PIPE_MTE2,937185,937254
p2,1-1-1000006895,1000006895,2,PIPE_MTE2,937254,937357
p2,1-1-1000008246,1000008246,2,PIPE_MTE2,937357,937426
p2,1-1-1000008256,1000008256,2,PIPE_MTE2,937426,937495
p2,1-1-1000008327,1000008327,2,PIPE_MTE2,937495,937700
p2,1-1-1000008333,1000008333,2,PIPE_MTE2,937700,937905
p2,1-1-1844,1844,2,PIPE_M,939973,943069
p2,1-1-1000009070,1000009070,2,PIPE_MTE3,939973,940178
p2,1-1-1701,1701,2,PIPE_V,940178,940586
p2,1-1-1000007645,1000007645,2,PIPE_MTE3,940178,940452
p2,1-1-1000008252,1000008252,2,PIPE_MTE2,940178,940316
p2,1-1-1000008254,1000008254,2,PIPE_MTE2,940452,940521
p2,1-1-2131,2131,2,PIPE_M,943069,946165
p2,1-1-2418,2418,2,PIPE_M,946165,949261
p2,1-1-2705,2705,2,PIPE_M,949261,952357
p2,1-1-1000009088,1000009088,2,PIPE_MTE3,949261,949466
p2,1-1-1000008258,1000008258,2,PIPE_MTE2,949466,949535
p2,1-1-1000008373,1000008373,2,PIPE_MTE2,949535,949740
p2,1-1-1702,1702,2,PIPE_V,952357,952765
p2,1-1-1988,1988,2,PIPE_M,952357,955453
p2,1-1-1000009066,1000009066,2,PIPE_MTE3,952357,952562
p2,1-1-1000008423,1000008423,2,PIPE_MTE2,952562,952767
p2,1-1-1703,1703,2,PIPE_V,955453,955861
p2,1-1-2275,2275,2,PIPE_M,955453,958549
p2,1-1-2562,2562,2,PIPE_M,958549,961645
p2,1-1-1000008433,1000008433,2,PIPE_MTE2,958549,959078
p2,1-1-1000009100,1000009100,2,PIPE_MTE3,958549,959078
p2,1-1-1000008483,1000008483,2,PIPE_MTE2,959078,959488
p2,1-1-1704,1704,2,PIPE_V,959488,959896
p2,1-1-1000008268,1000008268,2,PIPE_MTE2,959488,959626
p2,1-1-1000008569,1000008569,2,PIPE_MTE2,959626,959848
p2,1-1-1705,1705,2,PIPE_V,959896,960304
p2,1-1-1000006793,1000006793,2,PIPE_MTE2,959896,959999
p2,1-1-1000008266,1000008266,2,PIPE_MTE2,959999,960068
p2,1-1-1845,1845,2,PIPE_M,961645,964741
p2,1-1-1000006901,1000006901,2,PIPE_MTE2,961645,961851
p2,1-1-1000009080,1000009080,2,PIPE_MTE3,961645,961953
p2,1-1-1000008264,1000008264,2,PIPE_MTE2,961953,962022
p2,1-1-1000008270,1000008270,2,PIPE_MTE2,962022,962091
p2,1-1-2132,2132,2,PIPE_M,964741,967837
p2,1-1-2419,2419,2,PIPE_M,967837,970933
p2,1-1-1000008563,1000008563,2,PIPE_MTE2,967837,968075
p2,1-1-2706,2706,2,PIPE_M,970933,974029
p2,1-1-1000009106,1000009106,2,PIPE_MTE3,970933,971138
p2,1-1-1706,1706,2,PIPE_V,971138,971546
p2,1-1-1000008581,1000008581,2,PIPE_MTE2,971546,971751
p2,1-1-1000008701,1000008701,2,PIPE_MTE2,971751,971956
p2,1-1-1707,1707,2,PIPE_V,974029,974437
p2,1-1-1000009112,1000009112,2,PIPE_MTE3,974029,974267
p2,1-1-1000008697,1000008697,2,PIPE_MTE2,974267,974644
p2,1-1-1708,1708,2,PIPE_V,974644,975052
p2,1-1-1000008324,1000008324,2,PIPE_MTE2,974644,974713
p2,1-1-1989,1989,2,PIPE_M,975052,978148
p2,1-1-1000008679,1000008679,2,PIPE_MTE2,975052,975257
p2,1-1-1709,1709,2,PIPE_V,978148,978556
p2,1-1-1000008322,1000008322,2,PIPE_MTE2,978148,978286
p2,1-1-2276,2276,2,PIPE_M,978556,981652
p2,1-1-1000008320,1000008320,2,PIPE_MTE2,978556,978625
p2,1-1-2563,2563,2,PIPE_M,981652,984748
p2,1-1-1000009138,1000009138,2,PIPE_MTE3,981652,981994
p2,1-1-1000008709,1000008709,2,PIPE_MTE2,981994,982199
p2,1-1-1710,1710,2,PIPE_V,984748,985156
p2,1-1-1000009130,1000009130,2,PIPE_MTE3,984748,984953
p2,1-1-1711,1711,2,PIPE_V,985156,985564
p2,1-1-1000008318,1000008318,2,PIPE_MTE2,985156,985225
p2,1-1-1712,1712,2,PIPE_V,985564,985972
p2,1-1-1846,1846,2,PIPE_M,985564,988660
p2,1-1-1000006799,1000006799,2,PIPE_MTE2,985564,985667
p2,1-1-1000008316,1000008316,2,PIPE_MTE2,985667,985736
p2,1-1-1000008825,1000008825,2,PIPE_MTE2,985972,986177
p2,1-1-1713,1713,2,PIPE_V,986177,986585
p2,1-1-2133,2133,2,PIPE_M,988660,991756
p2,1-1-1000006907,1000006907,2,PIPE_MTE2,988660,988766
p2,1-1-1000008314,1000008314,2,PIPE_MTE2,988766,988835
p2,1-1-1000008304,1000008304,2,PIPE_MTE2,988835,988904
p2,1-1-2420,2420,2,PIPE_M,991756,994852
p2,1-1-1000009144,1000009144,2,PIPE_MTE3,994852,995057
p2,1-1-2707,2707,2,PIPE_M,995057,998153
p2,1-1-1714,1714,2,PIPE_V,998153,998561
p2,1-1-1000009190,1000009190,2,PIPE_MTE3,998153,998358
p2,1-1-1715,1715,2,PIPE_V,998561,998969
p2,1-1-1000008300,1000008300,2,PIPE_MTE2,998561,998630
p2,1-1-1990,1990,2,PIPE_M,998630,1001726
p2,1-1-1000008298,1000008298,2,PIPE_MTE2,998630,998699
p2,1-1-1716,1716,2,PIPE_V,998969,999377
p2,1-1-1717,1717,2,PIPE_V,999377,999785
p2,1-1-1000008296,1000008296,2,PIPE_MTE2,999377,999446
p2,1-1-1000008280,1000008280,2,PIPE_MTE2,999785,999961
p2,1-1-1718,1718,2,PIPE_V,1001726,1002134
p2,1-1-2277,2277,2,PIPE_M,1001726,1004822
p2,1-1-1719,1719,2,PIPE_V,1002134,1002542
p2,1-1-1000006805,1000006805,2,PIPE_MTE2,1002134,1002237
p2,1-1-1000008278,1000008278,2,PIPE_MTE2,1002237,1002306
p2,1-1-1720,1720,2,PIPE_V,1002542,1002950
p2,1-1-1000006913,1000006913,2,PIPE_MTE2,1002542,1002645
p2,1-1-1000008276,1000008276,2,PIPE_MTE2,1002645,1002714
p2,1-1-1721,1721,2,PIPE_V,1002950,1003358
p2,1-1-1000008292,1000008292,2,PIPE_MTE2,1002950,1003157
p2,1-1-1000008290,1000008290,2,PIPE_MTE2,1003358,1003431
p2,1-1-2564,2564,2,PIPE_M,1004822,1007918
p2,1-1-1847,1847,2,PIPE_M,1007918,1011014
p2,1-1-1000009214,1000009214,2,PIPE_MTE3,1007918,1008123
p2,1-1-1722,1722,2,PIPE_V,1008123,1008531
p2,1-1-2134,2134,2,PIPE_M,1011014,1014110
p2,1-1-1723,1723,2,PIPE_V,1014110,1014518
p2,1-1-2421,2421,2,PIPE_M,1014110,1017206
p2,1-1-1724,1724,2,PIPE_V,1014518,1014926
p2,1-1-2708,2708,2,PIPE_M,1017206,1020302
p2,1-1-1000009224,1000009224,2,PIPE_MTE3,1017206,1017411
p2,1-1-1000008288,1000008288,2,PIPE_MTE2,1017411,1017480
p2,1-1-1000008286,1000008286,2,PIPE_MTE2,1017480,1017549
p2,1-1-1000007003,1000007003,2,PIPE_MTE2,1017549,1017652
p2,1-1-1000008282,1000008282,2,PIPE_MTE2,1017652,1017721
p2,1-1-1000008415,1000008415,2,PIPE_MTE2,1017721,1017926
p2,1-1-1000008461,1000008461,2,PIPE_MTE2,1017926,1018131
p2,1-1-1848,1848,2,PIPE_V,1020302,1020710
p2,1-1-1991,1991,2,PIPE_M,1020302,1023398
p2,1-1-1000009180,1000009180,2,PIPE_MTE3,1020302,1020507
p2,1-1-1000006811,1000006811,2,PIPE_MTE2,1020507,1020713
p2,1-1-1000007651,1000007651,2,PIPE_MTE3,1020507,1020884
p2,1-1-1000008284,1000008284,2,PIPE_MTE2,1020713,1020851
p2,1-1-1000006919,1000006919,2,PIPE_MTE2,1020884,1020987
p2,1-1-2278,2278,2,PIPE_M,1023398,1026494
p2,1-1-1000008294,1000008294,2,PIPE_MTE2,1023398,1023467
p2,1-1-2565,2565,2,PIPE_M,1026494,1029590
p2,1-1-1000008302,1000008302,2,PIPE_MTE2,1026494,1026563
p2,1-1-2852,2852,2,PIPE_M,1029590,1032686
p2,1-1-1000009196,1000009196,2,PIPE_MTE3,1029590,1029795
p2,1-1-1000008553,1000008553,2,PIPE_MTE2,1029795,1030000
p2,1-1-1849,1849,2,PIPE_V,1030000,1030408
p2,1-1-2135,2135,2,PIPE_M,1032686,1035782
p2,1-1-1000009174,1000009174,2,PIPE_MTE3,1032686,1032891
p2,1-1-1000008547,1000008547,2,PIPE_MTE2,1032891,1033096
p2,1-1-1850,1850,2,PIPE_V,1035782,1036190
p2,1-1-2422,2422,2,PIPE_M,1035782,1038878
p2,1-1-2709,2709,2,PIPE_M,1038878,1041974
p2,1-1-1000009218,1000009218,2,PIPE_MTE3,1038878,1039083
p2,1-1-1000008559,1000008559,2,PIPE_MTE2,1039083,1039288
p2,1-1-1000008605,1000008605,2,PIPE_MTE2,1039288,1039493
p2,1-1-1851,1851,2,PIPE_V,1039493,1039901
p2,1-1-1000008312,1000008312,2,PIPE_MTE2,1039493,1039562
p2,1-1-1000008675,1000008675,2,PIPE_MTE2,1039562,1039767
p2,1-1-1852,1852,2,PIPE_V,1039901,1040309
p2,1-1-1000008308,1000008308,2,PIPE_MTE2,1039901,1039970
p2,1-1-1992,1992,2,PIPE_M,1041974,1045070
p2,1-1-1000008306,1000008306,2,PIPE_MTE2,1041974,1042112
p2,1-1-1000009186,1000009186,2,PIPE_MTE3,1041974,1042248
p2,1-1-1000007009,1000007009,2,PIPE_MTE2,1042248,1042351
p2,1-1-1000008310,1000008310,2,PIPE_MTE2,1042351,1042420
p2,1-1-2279,2279,2,PIPE_M,1045070,1048166
p2,1-1-1000008669,1000008669,2,PIPE_MTE2,1045070,1045275
p2,1-1-1853,1853,2,PIPE_V,1048166,1048574
p2,1-1-2566,2566,2,PIPE_M,1048166,1051262
p2,1-1-2853,2853,2,PIPE_M,1051262,1054358
p2,1-1-1000009204,1000009204,2,PIPE_MTE3,1051262,1051467
p2,1-1-1000008687,1000008687,2,PIPE_MTE2,1051467,1051672
p2,1-1-1000008819,1000008819,2,PIPE_MTE2,1051672,1051877
p2,1-1-1854,1854,2,PIPE_V,1051877,1052285
p2,1-1-1000008813,1000008813,2,PIPE_MTE2,1052285,1052558
p2,1-1-1855,1855,2,PIPE_V,1052558,1052966
p2,1-1-1000006817,1000006817,2,PIPE_MTE2,1052966,1053069
p2,1-1-1000008330,1000008330,2,PIPE_MTE2,1053069,1053138
p2,1-1-2136,2136,2,PIPE_M,1054358,1057454
p2,1-1-1000009210,1000009210,2,PIPE_MTE3,1054358,1054612
p2,1-1-1000008809,1000008809,2,PIPE_MTE2,1054612,1054973
p2,1-1-1856,1856,2,PIPE_V,1057454,1057862
p2,1-1-1000006925,1000006925,2,PIPE_MTE2,1057862,1057965
p2,1-1-1000008336,1000008336,2,PIPE_MTE2,1057965,1058034
p2,1-1-2423,2423,2,PIPE_M,1058034,1061130
p2,1-1-1000008342,1000008342,2,PIPE_MTE2,1058034,1058103
p2,1-1-1000009230,1000009230,2,PIPE_MTE3,1061130,1061335
p2,1-1-2710,2710,2,PIPE_M,1061335,1064431
p2,1-1-1000008799,1000008799,2,PIPE_MTE2,1064431,1064841
p2,1-1-1000009236,1000009236,2,PIPE_MTE3,1064431,1064841
p2,1-1-1857,1857,2,PIPE_V,1064841,1065249
p2,1-1-1858,1858,2,PIPE_V,1065249,1065657
p2,1-1-1000008915,1000008915,2,PIPE_MTE2,1065249,1065650
p2,1-1-1859,1859,2,PIPE_V,1065657,1066065
p2,1-1-1000008354,1000008354,2,PIPE_MTE2,1065657,1065726
p2,1-1-1993,1993,2,PIPE_M,1066065,1069161
p2,1-1-1000008352,1000008352,2,PIPE_MTE2,1066065,1066134
p2,1-1-1860,1860,2,PIPE_V,1069161,1069569
p2,1-1-2280,2280,2,PIPE_M,1069161,1072257
p2,1-1-1000008364,1000008364,2,PIPE_MTE2,1069161,1069268
p2,1-1-1000007015,1000007015,2,PIPE_MTE2,1069569,1069744
p2,1-1-1000008370,1000008370,2,PIPE_MTE2,1069744,1069882
p2,1-1-2567,2567,2,PIPE_M,1072257,1075353
p2,1-1-2854,2854,2,PIPE_M,1075353,1078449
p2,1-1-1000009312,1000009312,2,PIPE_MTE3,1075353,1075558
p2,1-1-1861,1861,2,PIPE_V,1075558,1075966
p2,1-1-1862,1862,2,PIPE_V,1075966,1076374
p2,1-1-1863,1863,2,PIPE_V,1076374,1076782
p2,1-1-1000006823,1000006823,2,PIPE_MTE2,1076374,1076501
p2,1-1-1000008384,1000008384,2,PIPE_MTE2,1076501,1076570
p2,1-1-1000006931,1000006931,2,PIPE_MTE2,1076570,1076673
p2,1-1-1000008390,1000008390,2,PIPE_MTE2,1076782,1076920
p2,1-1-1864,1864,2,PIPE_V,1078449,1078857
p2,1-1-2137,2137,2,PIPE_M,1078449,1081545
p2,1-1-1000009248,1000009248,2,PIPE_MTE3,1078449,1078836
p2,1-1-1000008412,1000008412,2,PIPE_MTE2,1078836,1079005
p2,1-1-1865,1865,2,PIPE_V,1078857,1079265
p2,1-1-1866,1866,2,PIPE_V,1079265,1079673
p2,1-1-1000008410,1000008410,2,PIPE_MTE2,1079265,1079334
p2,1-1-1000008408,1000008408,2,PIPE_MTE2,1079673,1079742
p2,1-1-1000008406,1000008406,2,PIPE_MTE2,1079742,1079877
p2,1-1-2424,2424,2,PIPE_M,1081545,1084641
p2,1-1-1867,1867,2,PIPE_V,1084641,1085049
p2,1-1-2711,2711,2,PIPE_M,1084641,1087737
p2,1-1-1868,1868,2,PIPE_V,1085049,1085457
p2,1-1-1994,1994,2,PIPE_M,1087737,1090833
p2,1-1-1000007021,1000007021,2,PIPE_MTE2,1087737,1088031
p2,1-1-1000009296,1000009296,2,PIPE_MTE3,1087737,1088415
p2,1-1-1000008404,1000008404,2,PIPE_MTE2,1088031,1088284
p2,1-1-1000006829,1000006829,2,PIPE_MTE2,1088284,1088626
p2,1-1-1000008400,1000008400,2,PIPE_MTE2,1088626,1088820
p2,1-1-1869,1869,2,PIPE_V,1090833,1091241
p2,1-1-2281,2281,2,PIPE_M,1090833,1093929
p2,1-1-1870,1870,2,PIPE_V,1093929,1094337
p2,1-1-2568,2568,2,PIPE_M,1093929,1097025
p2,1-1-1871,1871,2,PIPE_V,1094337,1094745
p2,1-1-2855,2855,2,PIPE_M,1097025,1100121
p2,1-1-1000009306,1000009306,2,PIPE_MTE3,1097025,1097230
p2,1-1-1000006937,1000006937,2,PIPE_MTE2,1097230,1097333
p2,1-1-1000008398,1000008398,2,PIPE_MTE2,1097333,1097416
p2,1-1-1000008396,1000008396,2,PIPE_MTE2,1097416,1097554
p2,1-1-1000008402,1000008402,2,PIPE_MTE2,1097554,1097692
p2,1-1-1000008541,1000008541,2,PIPE_MTE2,1097692,1098102
p2,1-1-1000008587,1000008587,2,PIPE_MTE2,1098102,1098512
p2,1-1-2138,2138,2,PIPE_M,1100121,1103217
p2,1-1-1000009282,1000009282,2,PIPE_MTE3,1100121,1100508
