attempt_id,status,eligible,reasons
farmeruncle123-farmer-q1-v3-20260924-P1-091-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-091-k4-seed0-repeat0-v2arch,ok,no,artifact too large
farmeruncle123-farmer-q1-v3-20260924-P1-091-k5-seed0-repeat0-v2arch,ok,no,artifact too large
farmeruncle123-farmer-q1-v3-20260924-P1-091-k1-official-singlecore,timeout,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-092-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-092-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-092-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-092-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-092-k1-official-singlecore,timeout,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-093-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-093-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-093-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-093-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-093-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-094-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-094-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-094-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-094-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-094-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-095-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-095-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-095-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-095-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-095-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-096-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-096-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-096-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-096-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-096-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-097-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-097-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-097-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-097-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-097-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-098-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-098-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-098-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-098-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-098-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-099-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-099-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-099-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-099-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-099-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-100-k2-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-100-k3-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-100-k4-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-100-k5-seed0-repeat0-v2arch,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-100-k1-official-singlecore,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-038-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-038-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-038-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-038-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-039-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-039-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-039-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-039-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-040-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-040-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-040-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-040-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-041-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-041-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-041-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-041-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-042-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-042-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-042-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-042-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-043-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-043-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-043-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-043-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-044-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-044-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-044-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-044-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-045-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-045-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-045-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-045-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-046-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-046-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-046-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-046-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-047-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-047-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-047-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-047-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-048-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-048-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-048-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-048-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-049-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-049-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-049-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-049-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-050-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-050-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-050-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-050-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-051-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-051-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-051-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-051-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-052-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-052-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-052-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-052-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-053-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-053-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-053-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-053-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-054-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-054-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-054-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-054-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-055-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-055-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-055-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-055-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-056-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-056-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-056-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-056-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-068-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-068-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-068-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-068-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-069-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-069-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-069-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-069-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-070-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-070-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-070-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-070-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-071-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-071-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-071-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-071-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-072-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-072-k3-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-072-k4-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-072-k5-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-073-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-073-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-073-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-073-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-074-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-074-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-074-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-074-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-075-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-075-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-075-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-075-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-076-k2-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-076-k3-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-076-k4-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-076-k5-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-077-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-077-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-077-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-077-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-078-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-078-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-078-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-078-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-079-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-079-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-079-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-079-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-080-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-080-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-080-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-080-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-081-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-081-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-081-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-081-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-082-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-082-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-082-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-082-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-083-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-083-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-083-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-083-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-084-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-084-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-084-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-084-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-085-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-085-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-085-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-085-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-086-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-086-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-086-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-086-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-087-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-087-k3-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-087-k4-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-087-k5-seed0-repeat0,failed,no,未成功的尝试不参与最优选择
farmeruncle123-farmer-q1-v3-20260924-P1-088-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-088-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-088-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-088-k5-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-089-k2-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-089-k3-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-089-k4-seed0-repeat0,ok,yes,
farmeruncle123-farmer-q1-v3-20260924-P1-089-k5-seed0-repeat0,ok,yes,
